1=p	2=qi.1	3=qi.2	4=qi.3	5=qi.4	6=qi.5	7=qi.6	8=qi.7	9=qi.8	10=theta	11=c	12=s	13=q
0.00975315	0.00953951	0.0088509	0.0107887	0.00900295	0.00941325	0.0102698	0.0107169	0.0096654	0.960195	7147.3	0.362541	0.00936857
0.0100839	0.00838881	0.00901624	0.00915735	0.00899903	0.0097073	0.0106324	0.0109243	0.00963004	0.937315	8372.1	0.272235	0.00945772
0.00922033	0.0124093	0.0100937	0.0152601	0.0111112	0.0113225	0.0116031	0.00919732	0.00991387	1.20672	2995.49	0.168475	0.0111052
0.00939104	0.0113553	0.0106205	0.0144399	0.0106857	0.011718	0.0120181	0.0102893	0.0102645	1.1896	2738.08	0.243697	0.0111517
0.00971781	0.0112601	0.00914966	0.0135939	0.00942277	0.0120834	0.0124825	0.0108705	0.0127857	1.12817	4830.44	0.253551	0.0109497
0.00938367	0.0102501	0.00972647	0.0123965	0.00906285	0.0111057	0.00876447	0.00984894	0.0114954	1.03514	924.746	0.10927	0.00971021
0.00997313	0.00613411	0.00679496	0.0124923	0.00950573	0.00934414	0.0124286	0.0109077	0.00740067	0.943748	3128.38	0.673074	0.0094174
0.0107925	0.0129663	0.009958	0.00882847	0.00751076	0.00963585	0.008064	0.00772588	0.0100917	0.905949	3355.85	0.128015	0.00978735
0.00964708	0.0082562	0.00992984	0.0101626	0.00857415	0.0105112	0.0079424	0.00981906	0.0103009	0.839001	3805.8	1.14592	0.0081065
0.0106711	0.0105046	0.00918783	0.0140776	0.0121166	0.00994715	0.0150617	0.0100501	0.0118412	1.04804	2068.28	0.0410186	0.011178
0.00971324	0.0100933	0.00881464	0.00999582	0.00813751	0.010278	0.00924109	0.0107044	0.00864762	1.02821	6062.72	0.105487	0.00998451
0.00879926	0.0100629	0.0080536	0.00944968	0.0075349	0.0105344	0.00802476	0.00885662	0.0100962	0.924706	911.827	0.116772	0.00814213
0.00959029	0.0097557	0.00795173	0.00838117	0.00879514	0.00945867	0.00969181	0.00965527	0.00897425	0.959976	2654.77	0.100951	0.00920999
0.0101645	0.0106548	0.00788825	0.0110196	0.00941889	0.0121596	0.0114837	0.00934734	0.00829863	0.940432	4432.22	0.580024	0.00956479
0.0109783	0.0108083	0.00981844	0.00984886	0.0121457	0.0109821	0.0129811	0.00915003	0.0112752	0.919137	3489.94	0.188005	0.0100995
0.00861946	0.0106014	0.0095114	0.013802	0.00899344	0.0101374	0.0103164	0.0122735	0.010482	1.18205	4561.74	0.142721	0.0101727
0.00875261	0.011472	0.00960179	0.0106209	0.00749501	0.0103458	0.00967115	0.0124904	0.0141418	1.27434	2985.67	1.75549	0.0111271
0.00854082	0.0105109	0.00920487	0.0159812	0.0118164	0.0124445	0.0105359	0.0129176	0.00980909	1.36174	2996.22	0.196298	0.0115946
0.00958747	0.00981585	0.00969909	0.0109504	0.00775195	0.0111801	0.0110163	0.0105369	0.00931482	0.935187	2289.25	0.326924	0.00897165
0.00856284	0.0116415	0.00856071	0.0132672	0.011336	0.00958141	0.00989469	0.0118863	0.0116232	1.31979	2906.85	0.687007	0.0112703
0.00880171	0.0102959	0.00870029	0.0130691	0.0111924	0.00907296	0.0107929	0.0097017	0.0119545	1.20421	2481.26	0.374369	0.0105801
0.00898952	0.00851454	0.00906995	0.0129683	0.0101772	0.0110125	0.0168573	0.010377	0.0114755	1.26182	2193.78	0.294129	0.0113165
0.00873693	0.0141218	0.010111	0.010768	0.00896247	0.0119873	0.0114413	0.00944114	0.0105724	1.19562	6115.58	0.191247	0.0104282
0.00848635	0.0122713	0.01128	0.0121599	0.00996793	0.0109947	0.00993254	0.00856978	0.0101297	1.22576	6391.35	0.114317	0.0103823
0.00979718	0.0103892	0.00941186	0.0142643	0.0103067	0.0102676	0.0138368	0.0129302	0.0129562	1.18454	2936.78	0.141408	0.0115842
0.00891746	0.00974651	0.010674	0.0127336	0.0110708	0.0133373	0.0115829	0.0100678	0.0100145	1.19008	7534.29	0.443475	0.0105945
0.00921377	0.00943883	0.0107352	0.0121134	0.0114783	0.012093	0.0107773	0.00964921	0.0100973	1.19183	4932.25	0.483611	0.0109619
0.0103771	0.0120821	0.00959198	0.0128671	0.0101591	0.00990449	0.0120589	0.00996399	0.00870887	1.00216	2665.82	0.0457759	0.0103994
0.00959147	0.0098009	0.00931763	0.0127989	0.0101708	0.00858364	0.0124305	0.0107972	0.0104201	1.04714	5886.65	0.0360481	0.0100391
0.00999034	0.00885906	0.00977844	0.0111135	0.00942151	0.00995803	0.0131029	0.01206	0.00896186	1.01429	3430.73	0.0263463	0.0101317
0.00947724	0.0105583	0.00802002	0.0125971	0.00899061	0.0121388	0.0102521	0.00990987	0.00887317	0.998789	3986.65	0.216313	0.00946587
0.00953029	0.00880818	0.00942351	0.010692	0.00855989	0.00933968	0.0110707	0.0112044	0.0120452	0.96777	3890.31	0.0279943	0.00922596
0.00979777	0.0111603	0.00771098	0.0117955	0.0117248	0.0124873	0.0113669	0.0120195	0.00978977	1.04898	3341.66	0.368511	0.0102727
0.0102646	0.00967796	0.00926167	0.0149208	0.00694981	0.00955623	0.011289	0.0111962	0.0110993	0.92166	1457.37	0.101848	0.00946813
0.0106267	0.00933576	0.00841709	0.0141914	0.00678838	0.0115422	0.0121935	0.0103355	0.0111968	0.89274	1234.41	0.119499	0.00949775
0.0095425	0.00955937	0.00953825	0.00902651	0.0108906	0.00799686	0.0107852	0.00818262	0.00792013	0.942324	7262.76	1.05518	0.00899708
0.0102144	0.00942134	0.00774492	0.0132532	0.00635095	0.00976153	0.00948493	0.00897701	0.00851208	0.900853	1713.47	0.061153	0.00921096
0.010044	0.00936485	0.00722642	0.0114803	0.00786306	0.010435	0.0106604	0.00948425	0.00935637	0.961591	2520.22	0.0878319	0.00966191
0.00968497	0.0113233	0.0100351	0.0136497	0.0130861	0.0109371	0.0138532	0.0112806	0.0111054	1.16893	1760.91	0.164731	0.0113026
0.0104098	0.0127068	0.0102616	0.0121431	0.0112433	0.0143933	0.0129929	0.0102676	0.0128941	1.12301	5579.94	0.255244	0.0116753
0.0081258	0.00911714	0.00990671	0.0124363	0.00974051	0.00744179	0.0105327	0.0119107	0.00854202	1.07257	1825.94	0.248917	0.00871039
0.0108194	0.0135795	0.0105845	0.0114649	0.0104674	0.0143996	0.0127698	0.00756701	0.0101134	1.05585	2213.4	0.431106	0.0114168
0.0100058	0.0115896	0.00939942	0.0163278	0.0103221	0.0114233	0.0110169	0.00954645	0.0104789	1.03964	2849.35	0.0949836	0.0103983
0.0109153	0.0101827	0.0112374	0.0122743	0.0078526	0.0121662	0.0109383	0.00967312	0.0102376	0.96302	1453.98	0.13949	0.0105159
0.00931517	0.0113446	0.00741895	0.01332	0.00954432	0.0125825	0.0117674	0.00900483	0.00851937	1.02159	2181.05	0.0500314	0.0095144
0.00985137	0.00947071	0.00781134	0.0142017	0.0106618	0.0112813	0.0117541	0.00839802	0.0105755	0.964028	1474.55	0.0754944	0.00950036
0.0104087	0.0102842	0.00675974	0.0138103	0.0128215	0.0123608	0.010834	0.00762112	0.00892287	0.948433	855.679	0.0607125	0.0098773
0.00951004	0.0106663	0.0107878	0.0104445	0.0073316	0.00924285	0.014338	0.0138813	0.010424	1.06291	1196.2	0.0829669	0.0101023
0.0109022	0.0107888	0.00760101	0.0108735	0.0142289	0.0119644	0.0116887	0.00923849	0.0114335	1.01172	6648.51	0.0196612	0.0110285
0.0103614	0.0113871	0.00885168	0.0130854	0.0111008	0.0100709	0.00862145	0.0102439	0.0122507	1.01973	1232.19	0.0262074	0.0105637
0.00869823	0.00908474	0.00928656	0.0123274	0.00826298	0.00903977	0.0117658	0.00886131	0.00773743	1.03578	4672.08	0.0529859	0.00900669
0.0108707	0.010831	0.00812984	0.0122717	0.0103061	0.0121002	0.0112213	0.012223	0.0128713	0.950269	2194.02	0.175723	0.0103357
0.00912525	0.012579	0.0139389	0.0152691	0.0131009	0.0117655	0.0157918	0.0119138	0.0108119	1.40782	2589.6	0.440924	0.0127991
0.00940673	0.0105301	0.010104	0.0119181	0.00810806	0.00999147	0.0119745	0.0124437	0.00771562	1.01735	4136.6	0.0859261	0.00956836
0.0101542	0.0100407	0.0105291	0.0116296	0.00964743	0.00897452	0.00837312	0.0104712	0.00884644	0.985903	2891.21	0.104755	0.0100125
0.0104051	0.0103295	0.0087964	0.0109036	0.0101483	0.0117184	0.0133304	0.0103341	0.0106977	1.00698	8689	0.118031	0.0104769
0.010185	0.00926091	0.00935435	0.0123305	0.00838955	0.0105304	0.0107185	0.0114699	0.00927969	0.988579	4494.18	0.145129	0.0100698
0.00941717	0.00962537	0.00870156	0.0121971	0.0102098	0.00957444	0.0107713	0.00808675	0.010953	1.04261	3130.06	0.0438314	0.00981451
0.00970229	0.00853204	0.010521	0.0114262	0.0114475	0.0113104	0.0149288	0.00874712	0.0105116	1.01436	3014.61	0.130501	0.00984022
0.0102416	0.00875342	0.00950845	0.0149665	0.0103049	0.0101321	0.0126771	0.00957916	0.00686627	0.994222	1011.91	0.342419	0.0101831
0.00914817	0.0125848	0.00862083	0.0134744	0.00868454	0.0106526	0.0134203	0.00888607	0.00845113	1.07042	2263.66	0.038056	0.00978607
0.0102518	0.00700959	0.00845372	0.0115574	0.010208	0.00982924	0.0100234	0.00949634	0.00971342	0.960152	2811.07	0.551514	0.00984732
0.00961715	0.0156294	0.00914487	0.0146375	0.00885627	0.0114943	0.0143666	0.0108491	0.0085098	1.0478	903.274	0.332477	0.0100722
0.00874211	0.00987104	0.0108659	0.0118235	0.0128526	0.0123106	0.0107789	0.012587	0.0131274	1.48071	6364.74	0.195092	0.0128903
0.0111155	0.0102166	0.00908903	0.0139096	0.00817668	0.0087466	0.0156809	0.00879573	0.00688902	0.817379	961.775	0.299447	0.00910403
0.00974644	0.00953918	0.0082803	0.0111069	0.00997004	0.0111391	0.00913986	0.00906557	0.0108451	1.02206	5757.06	0.186587	0.00995928
0.0101854	0.0109231	0.00903152	0.0127327	0.00926488	0.0115111	0.0137257	0.0104795	0.00966248	1.04367	2287.05	0.0316797	0.0106255
0.01006	0.00921958	0.00865264	0.0137415	0.00977235	0.0102404	0.0134608	0.00986198	0.0100229	0.941172	2592.96	0.298344	0.00947382
0.00959732	0.0129496	0.0108709	0.0103637	0.0107749	0.0116941	0.0108181	0.0120091	0.0103734	1.05735	2305.91	0.0357697	0.0101421
0.0106365	0.00984291	0.00850728	0.0122907	0.011292	0.0074286	0.0140717	0.0100862	0.010861	1.00307	2739.7	0.658728	0.0106688
0.00979416	0.0137809	0.00711853	0.011284	0.00908701	0.00934006	0.00856183	0.00990502	0.0101615	0.862486	807.155	0.125694	0.00845872
0.00926841	0.00808912	0.0113592	0.0139147	0.00893899	0.0095359	0.0114689	0.00964732	0.0106179	1.14231	8990.78	1.02281	0.0105735
0.00898135	0.00979911	0.00981951	0.0105859	0.00922309	0.0113891	0.0111361	0.00951051	0.00855476	1.07649	2488.49	0.276881	0.00966172
0.00994936	0.0103151	0.00916613	0.0132234	0.0119811	0.0106059	0.0107504	0.0124104	0.012602	1.11863	5375.12	0.123362	0.0111165
0.00977516	0.0128611	0.0104402	0.0128209	0.00837679	0.0105496	0.0134417	0.0124406	0.0097291	1.12282	1918.61	0.490221	0.0109626
