1=p	2=qi.1	3=qi.2	4=qi.3	5=qi.4	6=qi.5	7=qi.6	8=qi.7	9=qi.8	10=theta	11=c	12=s	13=q
0.00011008	0.000599476	0.000172671	0.000291442	0.000354462	0.000777075	9.45245e-05	0.000305343	0.00107423	1.43631	2091.39	0.666243	0.000158101
0.0011868	0.00140016	0.000540654	0.000867625	0.001027	0.000733834	0.00135304	0.00146254	0.00132899	0.80736	2051.83	0.717459	0.000958391
0.00163427	0.000590811	0.00132926	0.00125792	0.00104217	0.00105956	0.000874746	0.00080185	0.00104359	0.620039	9138.92	0.580204	0.00101394
0.00163623	0.000824059	0.00099648	0.000834067	0.000804768	0.00118556	0.00188314	0.00101743	0.000709474	0.711579	11751.2	0.526289	0.00116486
0.00102059	0.000592164	0.000992784	0.000762043	0.000891615	0.00141703	0.00139693	0.0010291	0.000558859	0.693235	9353.85	0.506336	0.000707734
0.00071529	0.000560435	0.000912972	0.00111959	0.00101634	0.000543394	0.000665966	0.000573893	0.00086922	0.819351	6548.94	0.27438	0.000586149
0.000164992	0.000152541	0.000231276	0.00019484	6.75358e-05	0.000470168	0.000299077	4.22409e-05	0.000326382	0.476222	3474.2	0.646233	7.85796e-05
0.000121215	0.000382115	0.000279861	0.000324009	9.44118e-05	7.5431e-05	0.000170318	1.40595e-05	2.50509e-05	0.315844	6845.36	0.470233	3.82881e-05
0.000189287	0.000279759	8.44461e-05	5.9987e-05	4.03465e-05	3.49068e-05	0.000167036	1.77766e-05	0.00045697	0.309086	5006.38	1.58381	5.85137e-05
0.000147752	6.73294e-05	0.000214694	0.000125765	4.83009e-05	4.63611e-05	0.000356602	3.00023e-05	0.000263505	0.325371	9585.3	0.462239	4.80792e-05
4.02128e-05	0.000416897	0.000496417	0.000145634	0.000791741	0.000986635	5.89208e-05	0.000524111	3.01019e-05	1.38455	1947.49	0.187035	5.56756e-05
5.31888e-05	0.000149882	0.000846264	0.000133222	0.00127631	0.000932588	4.85359e-05	0.000513877	4.18756e-05	1.00933	1347.21	0.273827	5.36848e-05
5.00469e-05	8.27461e-05	0.000952614	0.000155171	0.00284039	0.000480632	8.83933e-05	0.00054182	7.76106e-05	0.74215	1071.98	0.268135	3.71428e-05
0.000102796	0.000543274	0.000324513	0.0013713	8.33987e-05	0.000871817	0.00118217	0.000320139	0.000460161	1.00138	2878.45	0.411394	0.000102938
0.000751468	0.000235922	0.00256015	0.000619769	0.00123474	0.00134545	0.000579736	0.00114975	0.000889626	1.05424	925.393	0.122279	0.000792199
0.000265476	0.00062997	0.000455344	0.000544865	0.00108781	0.00073325	0.00027458	0.000408494	0.000606979	0.88198	2238.34	0.218115	0.000234152
0.000752747	0.000681137	0.000470058	0.00128947	0.000476188	0.000603482	0.000348476	0.000512679	0.000229376	0.887052	2894.86	0.242666	0.000667783
0.00026676	0.000766005	0.00145013	0.000374997	0.00145856	0.000887704	0.000399044	0.00102198	0.00052929	0.799146	2379.25	0.377671	0.000213191
0.000381475	0.00075444	0.000933621	0.000748574	0.0021933	0.00111375	0.000494844	0.00133419	0.000502752	0.916814	1098.4	0.377084	0.000349753
0.00130609	0.00101967	0.00135011	0.000657176	0.000497743	0.000454075	0.000468786	0.00124791	0.00170121	0.582151	4227.48	0.442573	0.000760755
0.000616472	0.00114662	0.00138181	0.000706434	0.000573307	0.000391586	0.000641797	0.00191492	0.00105884	1.20106	5236.04	0.253931	0.000740331
0.00079416	0.000698502	0.000508005	0.000926888	0.000297287	0.000656584	0.000383364	0.000272647	0.000983597	0.402912	2929.31	0.888265	0.000320128
0.00153402	0.000966256	0.00155557	0.00187944	0.000308581	0.000432043	0.000118203	0.000563717	0.000893067	0.36065	2768.67	0.541692	0.000553788
0.000144983	0.000418032	0.000145738	0.000178899	0.000612532	0.000978987	0.000631969	0.000128232	0.000168313	1.00515	4882.74	0.583624	0.000145729
0.00012391	6.4658e-05	9.20279e-05	0.000166237	0.000295291	0.000519209	0.00077279	0.000500139	5.9187e-05	1.0937	2646.14	0.610116	0.000135519
0.000448996	0.000195888	0.000475732	0.00178294	0.00121109	0.000359359	0.000633659	0.000778127	0.00021304	0.721076	3387.33	0.497411	0.000323801
0.00123004	0.000793535	0.000681491	4.71971e-05	0.00018792	0.00168964	0.000370932	0.000788284	0.00135478	0.410753	2500.93	0.789909	0.00050561
0.00132298	0.000421311	0.00114476	3.74997e-05	0.000273767	0.00122928	0.00039472	0.000881788	0.00147129	0.264547	2056.74	0.810917	0.000350333
0.00123249	0.000349702	0.00116396	3.80032e-05	0.000233182	0.001625	0.00039514	0.000952423	0.00136191	0.253546	2310.47	0.931955	0.000312781
0.00118121	0.00350705	0.00157597	4.50767e-05	0.00288859	0.000506534	0.000498477	0.00170107	0.000355892	0.377831	1179.49	0.737716	0.000446627
0.000431602	0.00010214	0.000459129	0.000606562	8.53498e-05	0.000227693	0.000365154	0.000364755	0.000128794	0.257915	4519.92	1.14113	0.000111352
0.000255754	0.000814359	0.00024377	0.000180083	0.000167754	8.44839e-05	0.000390882	0.000203927	0.000223968	0.84449	6547.71	0.296061	0.00021599
8.57533e-05	0.000663634	0.00044512	0.000125561	0.000196064	5.47892e-05	0.000345858	0.000195623	0.00011102	1.21573	4806.28	0.701414	0.000104251
0.000245573	8.44822e-05	0.000156891	0.000321656	0.000312881	0.000458993	0.000112431	0.000275135	0.000304056	0.856458	8676.8	0.0871593	0.000210331
0.000109729	0.000556106	0.000274979	8.3942e-05	0.000424327	0.000173187	0.000101062	0.000334606	0.00040231	0.887347	5083.63	0.181597	9.7369e-05
0.000374128	0.000114569	0.000338571	0.000520973	0.000159571	0.000490119	0.000745938	0.000243213	4.69545e-05	0.774133	4871.68	0.441724	0.000289649
0.000253273	0.000990711	0.000302536	0.000846227	0.000144948	0.000244992	0.000500169	0.000963052	2.77292e-05	0.610735	4352.42	0.925078	0.000154698
0.000358615	0.000288381	0.00132733	0.00044524	0.00147639	0.00186974	0.000323846	0.000403506	0.000298528	1.09375	1881.05	0.119561	0.000392221
0.000411178	0.000282054	0.00141119	0.000418726	0.000991306	0.00159228	0.000415234	0.000734832	0.000504597	0.88043	1845.01	0.0808806	0.000362031
0.00041327	0.000337747	0.000994703	0.000673927	0.00130348	0.00107296	0.00242182	0.002899	0.000160954	1.34992	422.295	0.49048	0.000557803
0.0005357	0.000531213	0.000449389	0.0027277	0.0010991	0.00185501	3.59052e-06	0.000284377	0.000600267	0.771839	831.999	0.140414	0.000413524
2.63427e-05	0.000281555	0.000336054	0.000102935	0.000226345	9.01237e-05	2.09778e-05	0.000318358	0.000326216	1.4344	6495.66	0.309593	3.77856e-05
0.000871875	9.5805e-06	0.000159263	0.00051851	0.000307863	0.000287287	3.49954e-05	0.000116835	0.000203752	0.00732768	6160.87	1.68764	6.39436e-06
0.000636031	4.49549e-06	7.04922e-05	0.000182323	0.000493182	0.000387489	2.77793e-05	0.000303041	0.000283397	0.00797847	2920.48	1.54272	5.07776e-06
0.00154622	0.00266863	0.000282115	0.000903604	0.000322613	0.000430422	0.00240697	0.000693541	0.000729221	0.0317377	1065.83	2.15878	4.91471e-05
0.00051752	9.12757e-05	0.00104915	0.000719806	0.00223036	0.000286427	0.0002114	0.000205618	5.95746e-05	0.0288714	1101.48	2.23274	1.4949e-05
