1=p	2=qi.1	3=qi.2	4=qi.3	5=qi.4	6=qi.5	7=qi.6	8=qi.7	9=qi.8	10=theta	11=c	12=s	13=q
0.00502163	0.00307773	0.00593387	0.00162183	0.00287324	0.00257033	0.00263256	0.00227635	0.00538306	0.578981	1498.61	0.354818	0.00291359
0.00591553	0.00321491	0.00392197	0.00470548	0.00290844	0.00425136	0.00299953	0.00319685	0.00318137	0.563669	3972.2	0.348705	0.00334303
0.00468161	0.00355034	0.00578686	0.00273525	0.0040672	0.00293041	0.00492418	0.00327986	0.00834634	0.936072	1212.63	0.31393	0.00438363
0.00558546	0.00255428	0.00712857	0.00454084	0.0033106	0.00248422	0.0043502	0.00298933	0.00811442	0.723947	310.941	0.273115	0.00404983
0.00558276	0.00183867	0.00379994	0.00301124	0.00405292	0.00193645	0.00296902	0.00384167	0.0043975	0.511338	5993.15	1.23192	0.00286249
0.00501169	0.00178629	0.00440498	0.00377622	0.00407607	0.00234422	0.00314705	0.00387386	0.00407734	0.587684	4632.88	0.998305	0.00295139
0.00524509	0.00461996	0.00390029	0.00307476	0.00308534	0.00684814	0.00168644	0.00262417	0.0053249	0.596751	2008.76	0.332767	0.00313665
0.00578472	0.00260105	0.00710376	0.00193632	0.00456578	0.00622376	0.00407861	0.00318796	0.00978039	0.789736	567.84	0.50897	0.00457397
0.00491753	0.00200523	0.0025502	0.00320818	0.00327781	0.00210673	0.00128169	0.00205291	0.00249426	0.506376	6026.6	0.34806	0.00249618
0.0052065	0.00269288	0.003961	0.00177778	0.00235876	0.00299758	0.00368997	0.00277499	0.00372556	0.588513	5912.88	1.01092	0.00307067
0.00633386	0.00237285	0.00261974	0.00283993	0.00380922	0.00342084	0.00205619	0.00225211	0.00322692	0.502907	4922.96	0.379635	0.0031954
0.00726767	0.0034429	0.00591596	0.00303549	0.00276347	0.00405026	0.00486661	0.00373726	0.00521757	0.472973	2356.73	1.24116	0.00345063
0.00781086	0.00428745	0.0062306	0.00283219	0.00436276	0.00308103	0.00451608	0.00234408	0.00428715	0.494692	2445.07	0.608664	0.00387929
0.00341868	0.00152754	0.00291023	0.00310724	0.00460081	0.00394172	0.00199889	0.000751	0.00476226	0.622152	980.338	0.631498	0.00212969
0.00344354	0.00166447	0.00323241	0.00233219	0.00333002	0.00469444	0.00251456	0.00183169	0.00485556	0.96072	1491.53	0.105362	0.00330873
0.00410823	0.00416136	0.00571861	0.00426855	0.0038525	0.00338843	0.00390713	0.00366372	0.00378622	0.908964	5037.74	0.14032	0.00373563
0.00438015	0.00385689	0.00538338	0.00456317	0.00362089	0.00310151	0.00421232	0.00351656	0.00353704	0.994365	4351.93	0.0994584	0.00435558
0.00469053	0.00447985	0.00442091	0.00446656	0.003899	0.00349282	0.00408309	0.00345101	0.00384125	0.780881	4767.17	0.223533	0.00366652
0.00548497	0.00303923	0.00463732	0.00347186	0.00406514	0.00476537	0.00338562	0.00387722	0.00577221	0.788594	3450.74	0.597571	0.00433044
0.00422829	0.00393685	0.00877517	0.00628874	0.00463366	0.00662165	0.0079163	0.00458172	0.00604478	1.30275	1636.44	0.640356	0.00550138
0.004195	0.00594786	0.00685997	0.00582103	0.00404746	0.00814069	0.00421774	0.00452947	0.00807028	1.25022	1674.76	0.260981	0.00523918
0.00401556	0.00371844	0.00655424	0.00329465	0.00400208	0.00621376	0.00411851	0.00566064	0.00621891	1.1494	3415.26	0.225448	0.00461272
0.00423111	0.00347043	0.00526223	0.0035066	0.00702157	0.00591097	0.00363598	0.00523335	0.00429153	0.996598	3098.53	0.399024	0.00421678
0.00414407	0.00398611	0.00587797	0.00434248	0.00671224	0.00528106	0.00288157	0.00564171	0.0039446	0.971936	3093.72	0.570538	0.00402824
0.00497306	0.00224715	0.00342909	0.00160988	0.00214365	0.00277752	0.00336194	0.00118808	0.00435679	0.307964	1406.22	0.768268	0.00153681
0.00532822	0.00361746	0.00396145	0.00132198	0.00169828	0.00368007	0.00172414	0.00114646	0.00407826	0.535273	2685.35	0.53045	0.00285913
0.00456808	0.00285923	0.00326362	0.00115042	0.00190393	0.00259087	0.00229886	0.00180392	0.00311065	0.370553	2533.6	0.72388	0.0016976
0.00515916	0.00376106	0.00303837	0.00139309	0.00177869	0.00318576	0.00244223	0.00123825	0.0029162	0.476518	2848.7	0.464119	0.00246509
0.00562233	0.00141201	0.00285551	0.00219422	0.00420725	0.00367256	0.00212375	0.00260611	0.00378287	0.348783	3605.64	0.992186	0.00196818
0.00671127	0.00141008	0.0033367	0.00265322	0.00261575	0.0034833	0.0018344	0.00233257	0.00311673	0.425996	2680.78	0.453202	0.00287003
0.00413736	0.00490506	0.00481712	0.0039621	0.00424661	0.00351259	0.00460044	0.00281131	0.00499282	0.777122	1622.69	0.223688	0.0032182
0.00405052	0.00369226	0.00472885	0.0042841	0.0042074	0.00286103	0.00470235	0.00303973	0.00532102	0.944901	2690.02	0.209575	0.00382819
0.00433083	0.00343661	0.00487463	0.00407777	0.0023819	0.00623253	0.00497013	0.00384715	0.00594563	0.862579	3269.99	0.158232	0.00373791
0.005922	0.00307642	0.00540629	0.00514986	0.0058767	0.0034478	0.0033916	0.00314592	0.00498403	0.646352	2680.26	0.373263	0.00383573
0.00438779	0.00298934	0.00367364	0.00328246	0.00360743	0.00479593	0.00216903	0.00178069	0.00800829	0.739221	974.874	0.319402	0.00324726
0.00465631	0.00303722	0.00465857	0.00279593	0.00348764	0.00486752	0.0025492	0.00179107	0.00833887	0.851228	1358.8	0.19289	0.00396633
0.00516447	0.00218184	0.00508477	0.00311752	0.00365537	0.00501506	0.00210891	0.00217992	0.0060091	0.778674	1453.9	0.0876118	0.00402604
0.00379915	0.0036062	0.00616933	0.00378114	0.00366508	0.00454515	0.00315836	0.00547013	0.00631634	0.84111	1720.33	0.334211	0.00319743
0.00618763	0.00187968	0.00331305	0.00171507	0.00362697	0.00231727	0.00330611	0.00131335	0.00483504	0.422989	2180.19	1.20895	0.00262668
0.00476075	0.00336794	0.0040237	0.00115799	0.00304233	0.00257063	0.00327459	0.00139116	0.00486939	0.413618	2081.99	0.76931	0.00197464
0.00530675	0.00128146	0.00509388	0.00635229	0.00450205	0.00236879	0.00188526	0.00190388	0.00516574	0.531068	1512.27	0.543857	0.00282528
0.00430129	0.00159557	0.00476348	0.00588184	0.00672222	0.00200553	0.00161388	0.00219992	0.00380477	0.41868	1133.52	0.693634	0.00180537
0.00546107	0.00291254	0.0048633	0.00133122	0.00169147	0.00669493	0.00469166	0.00124076	0.00675352	0.49637	1325.03	0.60245	0.00271819
0.00511508	0.00293138	0.00319402	0.00591662	0.0050828	0.00281063	0.00353463	0.00169353	0.00511479	0.722378	1258.8	0.367889	0.00370028
0.0063739	0.00179156	0.00446851	0.00143708	0.00217125	0.00312003	0.00191061	0.00344564	0.00435283	0.433501	3876.86	0.56182	0.00277311
0.00550116	0.00241886	0.00237688	0.00428722	0.00343244	0.00243046	0.00331283	0.00126082	0.00374116	0.466096	3520.74	0.510607	0.00257162
0.0050159	0.00189372	0.00439346	0.00176939	0.00182572	0.00302683	0.00301036	0.00212786	0.00611372	0.365709	1239.89	0.627823	0.00184022
0.00440894	0.00345757	0.00414454	0.00637973	0.00605243	0.00556507	0.00307967	0.00405688	0.00452586	0.971954	6188.89	0.227155	0.00428582
0.00427737	0.00386486	0.00423885	0.00375162	0.00428949	0.00550535	0.00429678	0.00294487	0.0055177	0.89347	1709.65	0.14098	0.00382344
0.00437112	0.00297781	0.00376079	0.00323321	0.00365237	0.00497361	0.0035988	0.0023207	0.00435099	0.712163	5012.03	0.382793	0.00311687
0.00455908	0.00351917	0.00362541	0.00325574	0.00315932	0.00420459	0.00326981	0.00241812	0.00421503	0.771512	7676.09	0.328605	0.00352105
0.00580619	0.00311482	0.0057348	0.00486878	0.00551943	0.00475147	0.00451397	0.00546816	0.00704277	0.775894	1982.41	0.252644	0.00451086
0.00455782	0.00340462	0.00472498	0.00380639	0.00420386	0.00414603	0.00163921	0.0023697	0.00635589	0.689178	1668.73	0.294577	0.00314561
0.00487268	0.00363896	0.00464185	0.00319839	0.00316999	0.00349045	0.00157828	0.00211416	0.00674395	0.684623	1202.45	0.23293	0.00334108
0.00547453	0.00135055	0.00525967	0.00286582	0.00380421	0.00470139	0.00209124	0.00275791	0.00508092	0.552961	1901.65	0.592232	0.00303463
0.00584945	0.00223524	0.00746553	0.00381087	0.00457421	0.00795157	0.00283531	0.00378858	0.00557241	0.828738	698.338	0.506049	0.00485252
0.00495886	0.00243244	0.00333133	0.00290428	0.0029978	0.00184798	0.00330507	0.00206893	0.00501083	0.546286	2468.88	0.743264	0.00271506
0.00499073	0.00264072	0.00476337	0.00329502	0.00306646	0.00397267	0.00251761	0.00338995	0.00455301	0.576673	3148.28	0.356411	0.00288412
0.00581287	0.00356914	0.00542175	0.00306629	0.004646	0.0036515	0.00315707	0.00211371	0.00554192	0.573035	4579.69	0.519086	0.00333927
0.00551904	0.00170348	0.00317089	0.00367924	0.00364331	0.00260282	0.00343992	0.00313049	0.0058461	0.438382	984.176	0.621185	0.00242697
0.00488833	0.00154616	0.00653449	0.00275655	0.00297697	0.00484476	0.00194346	0.00165924	0.00528703	0.593223	1686.52	0.514509	0.00290565
0.00619283	0.00377058	0.00274914	0.00327026	0.0022411	0.00275391	0.00136015	0.00377275	0.00430539	0.474901	2425.24	0.698547	0.00295058
0.00568156	0.000935457	0.00580542	0.00219618	0.00396692	0.00414151	0.00452761	0.0014018	0.0042617	0.668663	1009.86	0.552524	0.00380621
0.00446369	0.00363433	0.00527121	0.00381384	0.00307047	0.00435212	0.00262303	0.00171254	0.00565443	0.696467	1747.44	1.4256	0.00311303
0.00447644	0.00166486	0.0048493	0.00379145	0.00348717	0.00429515	0.00251303	0.00141739	0.0042243	0.555921	1454.45	0.629816	0.0024935
0.00709577	0.00249705	0.00419886	0.00181943	0.00348529	0.0033976	0.00299342	0.00223845	0.00512545	0.397863	2449.15	0.543156	0.00283526
0.00440456	0.0021602	0.004725	0.00589949	0.00316007	0.0047505	0.00325828	0.00316012	0.0047469	0.905267	444.556	0.287	0.00398897
0.00575584	0.00171397	0.00478076	0.00350582	0.00329587	0.00536601	0.00298289	0.00231122	0.00605235	0.712125	1237.33	0.327998	0.00410568
0.00572828	0.00281347	0.00469462	0.00276346	0.00359669	0.00309703	0.00261239	0.00201779	0.00474085	0.594303	2023.09	0.900179	0.00341226
0.00543556	0.00264828	0.00390889	0.00428162	0.00329462	0.00629972	0.00434248	0.00316191	0.00589717	0.894236	2478.49	0.297129	0.00486347
0.00473656	0.00258475	0.00489519	0.00395262	0.00410612	0.00361948	0.00408435	0.0029892	0.00521889	0.667916	1543.1	0.473887	0.00316861
0.00583973	0.00390462	0.00411034	0.00342934	0.00422379	0.00412587	0.00308366	0.00394393	0.00565167	0.758163	2718.81	0.292711	0.00443373
0.00603279	0.0025048	0.00423683	0.00492376	0.00365665	0.00358585	0.00453897	0.00511597	0.00467228	0.665915	4774.42	0.3773	0.00402543
0.00645986	0.00337814	0.00569495	0.00415578	0.00361007	0.00397384	0.00437504	0.00457363	0.00557427	0.654261	5249.09	0.349128	0.0042359
0.00606063	0.00274546	0.00491845	0.00359471	0.00412571	0.0039791	0.00297994	0.00320235	0.00580944	0.631064	3393.21	0.332939	0.00383321
0.00439286	0.00171802	0.00343502	0.00300202	0.00317897	0.00445552	0.0044338	0.00389496	0.00324234	0.754458	2755.61	0.692888	0.0033178
0.00480858	0.00524081	0.00698009	0.00435172	0.00517902	0.00372878	0.00313189	0.00247237	0.00629153	0.988237	1298.68	0.182803	0.00475228
