1=p	2=qi.1	3=qi.2	4=qi.3	5=qi.4	6=qi.5	7=qi.6	8=qi.7	9=qi.8	10=theta	11=c	12=s	13=q
0.0489834	0.0601965	0.0620987	0.0758294	0.0590146	0.056792	0.0470678	0.0580349	0.049107	1.2164	882.46	0.339778	0.0589586
0.0530256	0.059834	0.0619941	0.0670072	0.0637862	0.0573742	0.0518173	0.0716784	0.0592207	1.14955	1567.31	0.0875902	0.0604758
0.0531516	0.0598666	0.0670846	0.0547446	0.0641196	0.0683461	0.0559633	0.0588982	0.0582593	1.15072	2351.36	0.732867	0.0606764
0.04915	0.0590483	0.0749706	0.0632087	0.0790131	0.0595987	0.0481804	0.0689431	0.0635462	1.26092	325.571	0.201822	0.0611896
0.0545148	0.0578938	0.0746436	0.0893479	0.0710009	0.0543994	0.0345294	0.0681408	0.0588024	1.02038	451.303	0.212032	0.0555639
0.0553272	0.0583889	0.0622891	0.0706455	0.0670562	0.0585976	0.0602831	0.0538059	0.0545229	1.03845	421.05	0.0914422	0.0573327
0.0512678	0.0513374	0.0682432	0.0683744	0.063181	0.0529529	0.0450581	0.0551465	0.0559051	1.01704	945.811	0.707934	0.0520958
0.0474644	0.0606662	0.0605229	0.0702762	0.0529799	0.0653548	0.055238	0.0591301	0.0605391	1.16234	927.852	0.0872902	0.0547478
0.0483657	0.0528444	0.0593555	0.0774378	0.0571482	0.0668088	0.0497232	0.0583222	0.0603818	1.14926	819.41	0.155168	0.0551864
0.0524937	0.0691912	0.0680119	0.0691938	0.0559612	0.0549906	0.0552278	0.0714078	0.0604579	1.18761	2133.92	0.336533	0.061734
0.0533044	0.0711062	0.0678163	0.0665626	0.054744	0.0537057	0.0568039	0.0723372	0.0599056	1.17854	2414.31	0.287654	0.0622292
0.0546461	0.0580679	0.0747033	0.0768089	0.0714037	0.0602091	0.0558464	0.0655823	0.0666584	1.20544	584.971	0.243595	0.0651412
0.0498623	0.0676573	0.0656259	0.0731454	0.0626069	0.0655498	0.0510543	0.0712946	0.0537101	1.24778	636.514	0.270577	0.0614577
0.0460562	0.067932	0.0754554	0.0767802	0.0563949	0.0655181	0.0498537	0.064005	0.0598348	1.42499	761.901	0.4823	0.0643697
0.0444926	0.0668426	0.0816651	0.0732324	0.0603027	0.0656308	0.0499071	0.0631652	0.0628413	1.43586	952.332	0.440547	0.0626698
0.0542366	0.0567819	0.0546156	0.0790047	0.0650553	0.0679044	0.0479684	0.0718566	0.0601954	1.193	652.156	0.280638	0.0640341
0.0535219	0.053148	0.0509931	0.0834657	0.064662	0.0696024	0.0582876	0.0682397	0.0563113	1.175	1026.33	0.592245	0.0623048
0.0537423	0.0510502	0.0511352	0.0851246	0.0650749	0.0697249	0.0607745	0.0701122	0.0559793	1.21272	717.642	0.506856	0.0644377
0.0512769	0.0554567	0.0647133	0.0583231	0.0616225	0.0629525	0.0475374	0.0642441	0.0724494	1.1661	1218.1	0.215821	0.0592892
0.0528132	0.0548531	0.0762811	0.067021	0.0616617	0.0515578	0.0414144	0.0657704	0.0719101	1.07751	384.109	0.258657	0.0566746
0.0482177	0.0647537	0.0626332	0.0877912	0.0634311	0.0791037	0.0533108	0.0691255	0.0489932	1.42278	347.09	0.224253	0.0672327
0.049027	0.0656634	0.0613502	0.0697902	0.0561996	0.0540303	0.0592311	0.0628894	0.0692593	1.2796	1364.06	0.380924	0.0618868
0.0498557	0.0542538	0.0786998	0.0741425	0.069124	0.0723392	0.0516595	0.0691065	0.0612477	1.30802	864.294	0.277217	0.0642261
0.0498635	0.0510684	0.0739542	0.0718922	0.0596948	0.0692714	0.0614737	0.0817363	0.0643267	1.28374	381.352	0.407467	0.0631189
0.0497465	0.0712327	0.0638018	0.0704721	0.0687984	0.0622068	0.0561516	0.0579318	0.058289	1.2994	1397.14	0.247145	0.0636918
0.0521441	0.0592071	0.0666499	0.0630288	0.0590462	0.0644373	0.0486608	0.0554263	0.0535862	1.08601	1682.77	0.123295	0.0563762
0.050555	0.0603423	0.0629979	0.0627036	0.0617437	0.0680464	0.0576806	0.0542026	0.0500629	1.16659	1175.67	0.267731	0.0584842
0.0487906	0.0589652	0.0744392	0.0817135	0.0695734	0.0573806	0.0481206	0.0793816	0.0701025	1.33888	292.103	0.27506	0.0642624
0.0472684	0.0583165	0.0717611	0.0761201	0.0683135	0.0563679	0.050055	0.0821529	0.070803	1.30218	223.367	0.203423	0.0606852
0.0495313	0.0606388	0.0804334	0.0724427	0.0660068	0.0606989	0.0520737	0.0746563	0.0701917	1.37235	1141.16	0.204134	0.0667433
0.051227	0.0574706	0.0765498	0.0738538	0.0666824	0.0644368	0.0500326	0.0726831	0.0635008	1.28089	887.585	0.171781	0.0646854
0.0473046	0.0638868	0.061587	0.0741429	0.0671255	0.0649796	0.0593481	0.0584722	0.0580131	1.38223	2895.62	0.765783	0.0642246
0.0521329	0.0578494	0.0735621	0.0740002	0.0585353	0.064751	0.0431813	0.0785584	0.0585009	1.08404	557.728	0.0441915	0.0562674
0.0531195	0.0604614	0.0555803	0.0759326	0.0760506	0.0613116	0.0377785	0.0670221	0.0626869	1.06964	272.188	0.182898	0.0566096
0.0502631	0.0729323	0.0618341	0.0897385	0.0618344	0.06233	0.0457051	0.0628414	0.0523796	0.984407	193.713	0.271251	0.0495181
0.0494493	0.0521798	0.0732412	0.072049	0.0524449	0.0659247	0.0438783	0.0737626	0.0687362	1.20869	928.195	0.231576	0.0591583
0.0509987	0.0561042	0.0658564	0.0839576	0.0845945	0.0662136	0.0441031	0.0659847	0.0497049	1.19529	473.847	1.26888	0.0603568
0.0472489	0.0511141	0.0686838	0.0774503	0.0807176	0.074782	0.0380082	0.0612816	0.0459464	1.2658	184.468	0.250982	0.0590658
0.0530591	0.059895	0.0819944	0.0686436	0.0650419	0.0679279	0.0470442	0.0850275	0.0564947	1.12791	202.688	0.123062	0.0594424
0.048726	0.0568589	0.0835394	0.073075	0.0664864	0.064947	0.0381994	0.0839952	0.0566468	1.40627	356.864	0.334708	0.0671919
0.0486285	0.0511035	0.074637	0.077872	0.0780176	0.0709744	0.0452049	0.0875314	0.0532744	1.32154	296.085	0.733595	0.0632752
0.0504146	0.0500214	0.0671355	0.0860401	0.0772219	0.0710343	0.0462248	0.0855124	0.0505476	1.24902	196.185	0.474183	0.0621883
0.0490514	0.0514249	0.064602	0.0787161	0.0685435	0.0684044	0.049866	0.0848339	0.0526493	1.29718	257.289	0.747598	0.0627143
0.0460336	0.0695925	0.0730564	0.069495	0.0639735	0.0598571	0.0597179	0.0571735	0.0712709	1.48335	1331.9	0.238718	0.0667975
