1=p	2=qi.1	3=qi.2	4=qi.3	5=qi.4	6=qi.5	7=qi.6	8=qi.7	9=qi.8	10=theta	11=c	12=s	13=q
9.71809e-05	0.000648712	0.000151894	0.000532729	0.000535566	0.000111371	0.000241293	0.000275255	0.000972811	2.20615	6270.02	0.607513	0.00021437
9.87676e-05	0.000229145	0.000804953	0.000467151	0.00031199	0.00036448	0.000536017	0.00112629	0.000126307	2.01346	4367.8	0.679414	0.000198845
0.000393197	0.000574961	5.21042e-05	0.00052781	0.000674598	0.000636115	0.000226533	7.40152e-05	0.000875089	0.765567	1804.77	0.221481	0.000301046
0.0001445	0.000262193	0.00130492	0.000147661	0.00022815	0.000721506	0.000468713	0.00112265	4.72472e-05	2.50792	3866.62	0.852443	0.000362316
5.49357e-05	0.000240516	0.000156274	0.000974711	0.00197713	0.001812	0.000683983	0.00029275	5.17673e-05	1.06107	1183.86	0.309684	5.82906e-05
0.000183734	0.000113208	0.00161764	0.000567112	0.000221283	0.000843113	0.000705009	0.00128015	0.0023737	0.917435	1687.97	0.0556441	0.000168567
0.000183734	0.000113208	0.00161764	0.000567112	0.000221283	0.000843113	0.000705009	0.00128015	0.0023737	0.917435	1687.97	0.0556441	0.000168567
6.21099e-05	1.57417e-05	0.000137718	0.000342982	7.93087e-05	0.000478825	0.000352053	0.000148383	7.12278e-05	1.01725	6116.77	0.163822	6.31812e-05
5.17333e-05	0.000411858	0.000142352	2.6421e-05	3.64823e-05	0.000197876	0.000150237	0.000306305	0.000176524	1.04023	7645.53	0.0702967	5.38146e-05
6.83182e-05	0.000302926	0.000123047	1.99817e-05	4.16442e-05	0.000257925	0.000147869	0.000242932	0.000219875	1.03025	7831.69	0.0447082	7.03845e-05
5.40364e-05	0.000261896	0.000180516	2.162e-05	2.71365e-05	0.000216015	0.000192366	0.0003209	0.000290521	1.03245	9961.27	0.0502842	5.57896e-05
5.86513e-05	0.000178141	0.000122449	2.28931e-05	4.7518e-05	0.000246115	0.000142222	0.000234353	0.000342964	1.05004	8875.56	0.0503148	6.15858e-05
7.08925e-05	6.57546e-05	0.000188907	8.27755e-05	1.54391e-05	0.000640782	0.000609155	0.000383141	0.000215755	1.14524	2564.62	0.267494	8.11883e-05
9.65395e-05	0.00104115	0.000389866	0.000370596	0.00107243	0.000600332	0.000238286	0.000135111	0.000361922	0.979239	2210.01	0.419867	9.45354e-05
0.000201512	0.000305214	0.000381563	0.000426924	0.000397947	0.00020881	0.000645305	0.00155393	0.000252907	1.33765	1311.12	0.366675	0.000269534
3.8151e-06	0.00130149	0.00035446	0.00104846	0.000484727	0.0042034	0.000160395	0.000118785	0.000460032	0.903563	718.963	0.118346	3.44718e-06
