1=p	2=qi.1	3=qi.2	4=qi.3	5=qi.4	6=qi.5	7=qi.6	8=qi.7	9=qi.8	10=theta	11=c	12=s	13=q
0.019204	0.0182306	0.0160348	0.0196907	0.0156804	0.0158929	0.0175157	0.0197008	0.0170013	0.884883	3390.35	0.281226	0.0170309
0.0188847	0.0177941	0.0156765	0.0204601	0.0164246	0.0149638	0.0163475	0.0192809	0.0171674	0.829406	3084.89	0.18664	0.0157137
0.018018	0.0176272	0.0202048	0.0241512	0.0129885	0.0116833	0.0174037	0.0214033	0.0157668	0.966369	442.398	0.0843975	0.0174226
0.0182589	0.0166029	0.0155506	0.0201493	0.0139728	0.0158903	0.0179802	0.0184689	0.018943	0.92737	4788.81	0.104379	0.0169553
0.0198045	0.0176717	0.0177006	0.0190839	0.0179519	0.0171106	0.0189894	0.0187411	0.0164005	0.913894	8412.64	0.210261	0.0181302
0.0181277	0.0168626	0.0180431	0.0198397	0.0145941	0.0155291	0.0166351	0.0183307	0.0192322	0.945502	5870.81	0.0691918	0.0171567
0.0180597	0.0169417	0.0161778	0.0221132	0.0148286	0.0145358	0.0198993	0.0201899	0.0172248	0.901441	1134.45	0.314292	0.0163088
0.0197883	0.0179941	0.0186375	0.0224888	0.014144	0.0141097	0.0170616	0.021783	0.0168217	0.789127	2085.49	0.171563	0.0156809
0.0182818	0.0160864	0.0171427	0.0197569	0.0145753	0.0147918	0.0151276	0.0169912	0.0178018	0.915008	3013.97	0.255736	0.016754
0.0183625	0.0164255	0.0156265	0.01839	0.0123081	0.0146335	0.0158784	0.0198299	0.0141433	0.880366	3377.84	0.206716	0.0162013
0.0183492	0.0165054	0.0168226	0.0183669	0.0154074	0.0134773	0.0156458	0.0187417	0.0152576	0.900027	4407.31	0.10588	0.0165451
0.0182974	0.016897	0.0167012	0.0180957	0.0145885	0.0148571	0.0166404	0.0183477	0.0153548	0.884575	3004.2	0.106672	0.0162197
0.0186987	0.0171499	0.0164804	0.0189465	0.0146221	0.0149761	0.0163669	0.0183093	0.0152052	0.885036	3779.96	0.102023	0.0165847
0.0177721	0.0182686	0.0190101	0.0212074	0.0109191	0.0140879	0.0203703	0.0204945	0.0199171	1.04594	1103.96	0.0884249	0.0185734
0.0172447	0.0177422	0.0199773	0.0247749	0.0105825	0.0166874	0.0196166	0.0184095	0.0192738	0.922441	731.52	0.108633	0.0159285
0.0190422	0.0162085	0.0167649	0.0208542	0.0161695	0.0115598	0.016552	0.0217611	0.0161761	1.00588	2248.01	0.263442	0.019152
0.0166859	0.0171723	0.0176223	0.0240145	0.0103417	0.0157021	0.0185293	0.0174979	0.0195041	0.941132	1400.05	0.104211	0.0157191
0.0189568	0.0160697	0.0184529	0.0200557	0.0177922	0.0126822	0.0168966	0.0217409	0.0156838	0.887752	1319.82	0.0691014	0.0168648
0.017735	0.0176269	0.0174981	0.024307	0.0117935	0.0171581	0.0194402	0.0184716	0.0201576	0.922546	2145.96	0.639007	0.0163839
0.0182131	0.0162514	0.0179049	0.0210854	0.0152159	0.0132855	0.0203901	0.0227972	0.0168396	0.962908	467.463	0.0514018	0.0175494
0.0189538	0.0180768	0.0201627	0.0198738	0.015633	0.0146388	0.0190711	0.0219583	0.0167605	1.02649	1662.82	0.0234846	0.019446
0.0183992	0.0178859	0.018777	0.0194408	0.0139789	0.0153819	0.0189329	0.0238148	0.0166341	0.954709	2018.35	0.0239235	0.0175806
0.0182166	0.0170048	0.0177741	0.0257888	0.0153688	0.014706	0.0173699	0.0189382	0.0187434	0.947641	2043.62	0.710833	0.0172793
0.017818	0.0169345	0.0185777	0.0186222	0.0135674	0.0150808	0.0194501	0.0181522	0.0181732	0.95114	3441.3	0.039107	0.0169622
0.0177299	0.0162526	0.0184387	0.0202602	0.0132094	0.0153677	0.0186621	0.0176489	0.0192116	0.915372	3875.17	0.100327	0.0162539
0.0186211	0.0164054	0.0158655	0.0220973	0.0154488	0.0147515	0.0204317	0.0219359	0.0163193	1.01657	2456.77	0.332108	0.0189237
0.0184363	0.0168418	0.0193508	0.020196	0.0130848	0.0148395	0.0150773	0.0168058	0.0185839	0.958183	3774.87	0.0666485	0.017679
0.0182519	0.0165839	0.015327	0.0208461	0.012983	0.0148576	0.0220209	0.0217607	0.0166503	0.929394	1614.92	0.292233	0.0169851
0.0177925	0.0166824	0.0189052	0.0237015	0.0142612	0.0138344	0.0140796	0.0179209	0.0188817	1.0073	1324.07	0.556931	0.01792
