1=p	2=qi.1	3=qi.2	4=qi.3	5=qi.4	6=qi.5	7=qi.6	8=qi.7	9=qi.8	10=theta	11=c	12=s	13=q
0.217245	0.20942	0.225652	0.220023	0.219023	0.225466	0.228634	0.221908	0.210592	1.01438	4522.06	0.372363	0.219682
0.224848	0.231758	0.213594	0.228801	0.227837	0.223981	0.221811	0.224869	0.230045	1.01484	2033.54	0.36931	0.227427
0.227826	0.232075	0.206091	0.226279	0.231306	0.223714	0.227661	0.222738	0.238	1.0114	1932.98	0.315793	0.229826
0.222362	0.223678	0.219574	0.225152	0.226431	0.22586	0.21316	0.238013	0.218244	0.993649	2388.21	0.262566	0.221262
0.231252	0.208891	0.239014	0.21585	0.249649	0.210948	0.222845	0.217286	0.226261	0.946429	1900.74	0.24395	0.221609
0.25655	0.210724	0.186353	0.201841	0.176835	0.202546	0.19782	0.209893	0.197133	0.719849	1092.63	0.411248	0.198979
0.268203	0.184842	0.203831	0.19734	0.215789	0.194526	0.202367	0.200161	0.211244	0.698337	2978.45	0.587094	0.203784
0.264225	0.186515	0.202474	0.198427	0.212211	0.196966	0.197946	0.199398	0.209765	0.680751	3389.39	0.593727	0.196442
0.260438	0.184736	0.19998	0.194851	0.206591	0.197202	0.199231	0.196353	0.211649	0.689854	3028.14	0.631653	0.195451
0.263777	0.194234	0.197535	0.198107	0.212276	0.192657	0.202139	0.194361	0.201048	0.707868	1411.16	0.675942	0.202309
0.232728	0.182549	0.18404	0.172974	0.172768	0.186898	0.177563	0.186023	0.184794	0.723061	1737.56	0.460198	0.179869
0.235028	0.183681	0.181214	0.179031	0.173898	0.18644	0.175538	0.182082	0.184044	0.747662	1834.49	0.452771	0.1868
0.211268	0.196474	0.194242	0.195361	0.206298	0.19351	0.202978	0.207848	0.202938	0.94717	1291.06	0.194154	0.202366
0.20721	0.192809	0.204069	0.202458	0.199464	0.189958	0.192999	0.199668	0.205852	0.956476	3083.1	0.153335	0.199995
0.20721	0.192809	0.204069	0.202458	0.199464	0.189958	0.192999	0.199668	0.205852	0.956476	3083.1	0.153335	0.199995
0.208224	0.199767	0.198409	0.203124	0.197073	0.186083	0.193249	0.20472	0.198498	0.943199	2682.57	0.181078	0.198747
0.18687	0.190756	0.20241	0.183093	0.191346	0.196058	0.182283	0.194188	0.196402	1.03516	2163.95	0.174727	0.192178
0.187934	0.186105	0.187971	0.194756	0.185338	0.197036	0.182475	0.189697	0.189596	1.0104	2244.92	0.214417	0.189519
0.187934	0.186105	0.187971	0.194756	0.185338	0.197036	0.182475	0.189697	0.189596	1.0104	2244.92	0.214417	0.189519
0.187934	0.186105	0.187971	0.194756	0.185338	0.197036	0.182475	0.189697	0.189596	1.0104	2244.92	0.214417	0.189519
0.187934	0.186105	0.187971	0.194756	0.185338	0.197036	0.182475	0.189697	0.189596	1.0104	2244.92	0.214417	0.189519
0.195452	0.197868	0.200492	0.191185	0.183076	0.201641	0.185089	0.204488	0.197912	1.00428	2391.66	0.271788	0.196125
0.19202	0.205518	0.182906	0.190332	0.228072	0.17907	0.212148	0.199399	0.197839	1.00315	1306.52	0.196183	0.192509
0.186134	0.183663	0.196504	0.191016	0.167804	0.204121	0.199328	0.199393	0.198877	1.00341	780.372	0.328924	0.186651
0.18632	0.185243	0.196143	0.193972	0.166059	0.202092	0.199326	0.198504	0.200377	0.987671	839.96	0.322623	0.184447
0.224201	0.190901	0.206973	0.175695	0.182651	0.189693	0.182782	0.17693	0.184579	0.824964	1164.42	0.0995204	0.192512
0.188763	0.192322	0.177629	0.196169	0.200304	0.199081	0.198896	0.209257	0.207771	1.025	2489.8	0.21873	0.192573
0.186564	0.190235	0.175462	0.207185	0.194959	0.198495	0.199261	0.200596	0.206349	1.03571	2003.22	0.221056	0.191947
0.191636	0.21521	0.178168	0.176181	0.1904	0.187054	0.202222	0.195794	0.193956	1.04799	1193.67	0.196768	0.199003
0.185868	0.182397	0.195903	0.18724	0.194315	0.182251	0.20556	0.184001	0.183699	1.04918	1191.26	0.270678	0.193243
0.185172	0.18214	0.191032	0.188206	0.203552	0.188436	0.200389	0.185363	0.188833	1.01499	1873.15	0.299883	0.187428
0.245953	0.205724	0.206862	0.212541	0.207156	0.209129	0.208392	0.213025	0.208527	0.816713	1512.51	0.265014	0.210356
0.252499	0.208768	0.214336	0.221095	0.20578	0.210402	0.210179	0.215731	0.207925	0.815666	2508.97	0.260608	0.216009
0.252499	0.208768	0.214336	0.221095	0.20578	0.210402	0.210179	0.215731	0.207925	0.815666	2508.97	0.260608	0.216009
0.248724	0.205116	0.210899	0.216075	0.20566	0.212738	0.208006	0.214041	0.204507	0.797444	2169.37	0.235114	0.208866
0.246024	0.209605	0.212501	0.217605	0.203537	0.213029	0.206974	0.213098	0.209235	0.783937	2328.74	0.232367	0.203695
0.260572	0.209902	0.203048	0.201699	0.221231	0.196785	0.212142	0.209901	0.21003	0.746534	2027.47	0.194142	0.208282
0.260572	0.209902	0.203048	0.201699	0.221231	0.196785	0.212142	0.209901	0.21003	0.746534	2027.47	0.194142	0.208282
0.27166	0.220814	0.213404	0.210943	0.194806	0.215157	0.202501	0.210741	0.209751	0.717637	2824.65	0.500206	0.21115
0.27166	0.220814	0.213404	0.210943	0.194806	0.215157	0.202501	0.210741	0.209751	0.717637	2824.65	0.500206	0.21115
0.254006	0.213014	0.189364	0.237352	0.223536	0.21301	0.206646	0.203912	0.224439	0.779324	1001.83	0.942972	0.209708
0.268463	0.184621	0.232083	0.200315	0.183779	0.236495	0.221988	0.256542	0.23873	0.744131	323.286	0.141827	0.214506
0.187089	0.192788	0.186319	0.148619	0.179529	0.183429	0.200771	0.163937	0.175603	0.936433	582.158	0.674422	0.177305
0.202816	0.181498	0.181018	0.20533	0.184322	0.183269	0.174343	0.197495	0.193504	0.88276	3747.84	0.64818	0.183399
0.201987	0.180739	0.183373	0.201915	0.182467	0.187855	0.180018	0.204957	0.191172	0.94501	3607.51	0.67973	0.193024
0.201987	0.180739	0.183373	0.201915	0.182467	0.187855	0.180018	0.204957	0.191172	0.94501	3607.51	0.67973	0.193024
0.199995	0.187444	0.190673	0.196791	0.185085	0.194267	0.186511	0.202377	0.194337	0.924778	3854.57	0.572531	0.187776
0.199995	0.187444	0.190673	0.196791	0.185085	0.194267	0.186511	0.202377	0.194337	0.924778	3854.57	0.572531	0.187776
0.194643	0.183622	0.194434	0.200346	0.186275	0.192767	0.187562	0.19672	0.201058	0.980014	5479.31	0.59748	0.191498
0.196343	0.1863	0.192906	0.199747	0.192352	0.19034	0.191777	0.196328	0.191368	0.999516	5220.96	0.600717	0.196267
0.196196	0.184271	0.187942	0.199844	0.192965	0.194998	0.189361	0.194646	0.196592	0.951859	4457.5	0.617979	0.188531
0.196196	0.184271	0.187942	0.199844	0.192965	0.194998	0.189361	0.194646	0.196592	0.951859	4457.5	0.617979	0.188531
0.19713	0.185699	0.193867	0.200755	0.196952	0.188188	0.184706	0.195347	0.192074	0.988657	4343.2	0.624756	0.195331
0.194487	0.190276	0.198536	0.196251	0.190309	0.194584	0.189689	0.197119	0.192468	0.981747	4352.78	0.59308	0.191617
0.195435	0.191487	0.198733	0.199643	0.190701	0.198284	0.191556	0.198856	0.192076	0.991316	3857.39	0.70285	0.194068
0.192081	0.197997	0.200214	0.193679	0.187178	0.201298	0.196086	0.204009	0.200835	1.0442	3626.9	0.709464	0.198883
0.192081	0.197997	0.200214	0.193679	0.187178	0.201298	0.196086	0.204009	0.200835	1.0442	3626.9	0.709464	0.198883
0.197152	0.195988	0.196261	0.192893	0.19074	0.206532	0.194362	0.197424	0.201821	1.0101	3172.89	0.747928	0.198748
0.19779	0.1965	0.207275	0.186334	0.188809	0.20368	0.192369	0.196314	0.204114	0.995631	3187.62	0.76745	0.197096
0.19779	0.1965	0.207275	0.186334	0.188809	0.20368	0.192369	0.196314	0.204114	0.995631	3187.62	0.76745	0.197096
0.19779	0.1965	0.207275	0.186334	0.188809	0.20368	0.192369	0.196314	0.204114	0.995631	3187.62	0.76745	0.197096
0.189403	0.194142	0.213955	0.195185	0.19724	0.197676	0.197511	0.191034	0.189407	1.03133	2715.91	0.723516	0.194185
0.19503	0.217341	0.18757	0.194376	0.195722	0.192586	0.191571	0.188151	0.203386	1.01277	1898.46	0.399369	0.197029
0.223858	0.199464	0.223039	0.224345	0.220957	0.222743	0.231622	0.239122	0.226633	0.988869	2146.68	0.139104	0.221919
0.208344	0.22823	0.197352	0.194341	0.204613	0.205063	0.193294	0.186901	0.210179	0.972061	873.961	0.0384619	0.203708
0.220661	0.186307	0.219388	0.218478	0.204259	0.217823	0.213348	0.24033	0.226804	0.967399	1164.06	0.0286459	0.215014
