1=p	2=qi.1	3=qi.2	4=qi.3	5=qi.4	6=qi.5	7=qi.6	8=qi.7	9=qi.8	10=theta	11=c	12=s	13=q
0.00222112	0.00337199	0.00221913	0.00281652	0.00292007	0.00287785	0.0021983	0.0026109	0.0056071	1.3387	5002.21	0.197916	0.00297119
0.00253447	0.00233659	0.00326792	0.00179465	0.00536654	0.00475397	0.00278134	0.00318611	0.00223758	1.16335	1084.47	0.348796	0.00294725
0.00300834	0.0034472	0.00204139	0.000667154	0.00342782	0.00471	0.00333054	0.00116059	0.00489191	0.810044	1786.66	0.227866	0.00243829
0.0025797	0.00271592	0.00267127	0.00103886	0.00789515	0.00402499	0.00543412	0.00118263	0.00470124	0.840626	540.898	0.403054	0.00216946
0.00127901	0.00336828	0.00506086	0.00147526	0.00388684	0.00333507	0.00207667	0.00198845	0.00311765	1.28386	1264.73	0.487752	0.00164148
0.00204164	0.00173395	0.00318079	0.0019127	0.00314404	0.00357139	0.00140794	0.00325683	0.0069131	1.46369	1554.69	0.236186	0.00298551
0.00238103	0.00227606	0.00272545	0.00215653	0.00554857	0.00391251	0.00193363	0.00205167	0.00347403	0.817463	1717.93	0.122709	0.00194725
0.00293794	0.00317696	0.00241282	0.00107245	0.00252332	0.00475693	0.00276505	0.00282582	0.00445818	0.90187	2909.78	0.650536	0.0026504
0.00251677	0.00221314	0.00307579	0.00173673	0.00215669	0.00347622	0.00288146	0.00285424	0.00245332	0.913484	2480.97	0.114873	0.00229953
0.0024339	0.0019737	0.00250057	0.00256594	0.00240696	0.00289664	0.00297752	0.00209024	0.00238069	1.13696	2531.25	0.0469296	0.00276631
0.00280419	0.00309341	0.00207212	0.00149034	0.00416928	0.00325362	0.00243413	0.00307692	0.00503259	1.03032	2024.97	1.4173	0.00288896
0.00287919	0.0037163	0.00339262	0.00384685	0.0035155	0.00387113	0.00267064	0.00315533	0.00184264	1.07313	8690.93	0.075898	0.00308909
0.00233097	0.00277253	0.00290129	0.00145762	0.00301637	0.00308541	0.0038516	0.00298694	0.00643828	1.21925	3096.72	0.553197	0.00284058
0.00284313	0.00397927	0.00363067	0.00365543	0.00580726	0.00300327	0.00254199	0.00306208	0.00251336	0.957503	2759.44	0.0651986	0.00272263
0.00310035	0.0031541	0.00244811	0.0024138	0.00281093	0.00315666	0.00396812	0.00190152	0.00641542	0.975101	3110.21	0.36444	0.00302338
0.00236692	0.00328384	0.00359157	0.00144958	0.00271041	0.00469288	0.00252671	0.00288514	0.00254662	1.07323	2186.4	0.04733	0.0025398
0.00221769	0.00341419	0.00287114	0.00155099	0.00247886	0.00531049	0.00238873	0.00239814	0.00243616	1.05196	2512.72	0.0763473	0.00233265
0.00289418	0.00193705	0.00215472	0.00325678	0.00400483	0.00235696	0.0032014	0.00307078	0.00380933	0.978383	6275.01	0.0331111	0.0028318
0.00291433	0.00197729	0.00203124	0.00360397	0.00392514	0.00288484	0.00318462	0.00314488	0.00361753	1.02316	6926.2	0.0211711	0.00298162
0.00268133	0.00221396	0.0017826	0.00311575	0.00421467	0.00335731	0.00323252	0.00369894	0.00311169	1.01092	7906.24	0.0899521	0.00271053
0.00285565	0.00240032	0.00239485	0.00206462	0.00354868	0.00294424	0.00279072	0.0017474	0.0034515	0.946653	6808.21	0.41519	0.00270372
0.00213058	0.00374825	0.00427916	0.00133216	0.00483734	0.00384484	0.00290054	0.00507521	0.00361632	1.21395	1561.45	0.272342	0.00258523
0.00275097	0.00226241	0.00237953	0.00110879	0.00290334	0.00350329	0.00247592	0.00272993	0.00436206	0.906065	1408.94	0.2113	0.0024932
0.00234652	0.00324485	0.0039099	0.00356741	0.0046741	0.00238801	0.00304662	0.00366976	0.00305297	1.33957	6139.22	0.334192	0.00314083
