1=p	2=qi.1	3=qi.2	4=qi.3	5=qi.4	6=qi.5	7=qi.6	8=qi.7	9=qi.8	10=theta	11=c	12=s	13=q
0.359223	0.372167	0.353427	0.346485	0.356821	0.35184	0.35441	0.362815	0.346023	0.994419	5399.07	0.0153493	0.357936
0.363434	0.363621	0.361171	0.368529	0.355863	0.366726	0.360421	0.354776	0.362638	0.999698	7920.14	0.0160256	0.363364
0.358108	0.368712	0.353721	0.357722	0.373502	0.364657	0.361749	0.371425	0.361387	1.03126	5841.86	0.0141715	0.365213
0.367093	0.35821	0.367715	0.365607	0.357403	0.366137	0.352971	0.357597	0.367888	0.984558	4934.39	0.0131826	0.363485
0.362326	0.365231	0.364246	0.360445	0.368506	0.355416	0.37465	0.368596	0.357691	1.01115	5501.38	0.0137218	0.364891
0.340549	0.341876	0.340675	0.337989	0.335444	0.322861	0.337552	0.343782	0.349349	0.992791	2175	0.0136409	0.338927
0.358182	0.368889	0.366673	0.363681	0.366566	0.349727	0.365428	0.352984	0.38744	1.02195	2846.22	0.0296028	0.363189
0.378407	0.377836	0.365003	0.36773	0.370969	0.368125	0.354724	0.379886	0.353993	0.956925	2600.02	0.0255838	0.368107
0.371802	0.375619	0.362172	0.372847	0.357897	0.365148	0.379987	0.35189	0.371507	0.9769	2052.44	0.0227403	0.36636
0.366746	0.371706	0.377616	0.359581	0.384966	0.374091	0.362065	0.365707	0.369813	1.01873	2850.06	0.0226833	0.371065
0.35951	0.362685	0.355613	0.375254	0.371478	0.362383	0.348039	0.350167	0.364648	1.00865	3386.14	0.0123505	0.361495
0.363605	0.365544	0.364511	0.349798	0.349961	0.372027	0.344598	0.37559	0.361698	0.99648	2209.8	0.00762511	0.36279
0.380753	0.380134	0.376753	0.383388	0.388041	0.370032	0.394806	0.374123	0.381034	0.997921	4309.89	0.00862158	0.380262
0.388638	0.387684	0.390929	0.382252	0.371664	0.385626	0.382995	0.394106	0.395662	0.997047	2288.79	0.00786575	0.387936
0.379728	0.396221	0.360757	0.382598	0.398013	0.379573	0.394921	0.378328	0.368638	0.999234	1469.92	0.00497742	0.379548
0.382056	0.4005	0.362006	0.372332	0.393972	0.383875	0.386087	0.384696	0.367835	0.999499	1540.86	0.00495096	0.381937
0.382056	0.4005	0.362006	0.372332	0.393972	0.383875	0.386087	0.384696	0.367835	0.999499	1540.86	0.00495096	0.381937
0.382056	0.4005	0.362006	0.372332	0.393972	0.383875	0.386087	0.384696	0.367835	0.999499	1540.86	0.00495096	0.381937
0.38145	0.402185	0.362898	0.369671	0.39214	0.383782	0.384972	0.380099	0.364308	0.997303	1669.07	0.00506486	0.380813
0.383445	0.40183	0.365184	0.368643	0.392236	0.384998	0.384151	0.380876	0.360637	1.00187	1642.02	0.00486413	0.383887
0.383445	0.40183	0.365184	0.368643	0.392236	0.384998	0.384151	0.380876	0.360637	1.00187	1642.02	0.00486413	0.383887
0.381525	0.407216	0.371069	0.368981	0.391596	0.386065	0.382494	0.37943	0.363313	1.00582	1700.81	0.00456388	0.382895
0.379784	0.404095	0.372342	0.36492	0.394767	0.385274	0.380648	0.370485	0.362364	1.00072	1779.29	0.00438878	0.379953
0.385335	0.400019	0.366513	0.35815	0.392556	0.380229	0.376562	0.382024	0.361861	0.995478	2391.59	0.00486837	0.384262
0.385335	0.400019	0.366513	0.35815	0.392556	0.380229	0.376562	0.382024	0.361861	0.995478	2391.59	0.00486837	0.384262
0.385335	0.400019	0.366513	0.35815	0.392556	0.380229	0.376562	0.382024	0.361861	0.995478	2391.59	0.00486837	0.384262
0.385335	0.400019	0.366513	0.35815	0.392556	0.380229	0.376562	0.382024	0.361861	0.995478	2391.59	0.00486837	0.384262
0.385335	0.400019	0.366513	0.35815	0.392556	0.380229	0.376562	0.382024	0.361861	0.995478	2391.59	0.00486837	0.384262
0.385335	0.400019	0.366513	0.35815	0.392556	0.380229	0.376562	0.382024	0.361861	0.995478	2391.59	0.00486837	0.384262
0.385335	0.400019	0.366513	0.35815	0.392556	0.380229	0.376562	0.382024	0.361861	0.995478	2391.59	0.00486837	0.384262
0.369667	0.38887	0.372195	0.402596	0.374758	0.358317	0.364094	0.385353	0.373743	1.00436	1936.84	0.00644723	0.37068
0.377858	0.388803	0.384285	0.342516	0.345882	0.370147	0.375284	0.372399	0.37677	0.997712	1671.43	0.00569727	0.377319
0.36101	0.372291	0.386544	0.378982	0.351304	0.363977	0.362958	0.376196	0.379836	1.01169	1690.68	0.00501894	0.363694
0.363911	0.353138	0.384209	0.380241	0.350583	0.372852	0.371833	0.368572	0.368991	1.00072	1329.93	0.00476912	0.364078
0.363762	0.353996	0.383632	0.377877	0.347247	0.374978	0.369779	0.370701	0.367726	0.999581	1346.2	0.0049209	0.363665
0.363756	0.354715	0.379466	0.382829	0.348427	0.376622	0.369594	0.37239	0.36934	0.998573	1439.64	0.004888	0.363425
0.362242	0.359332	0.374773	0.350413	0.351998	0.367017	0.357589	0.367988	0.353081	0.995621	2785.55	0.0499573	0.361228
0.352619	0.366499	0.343223	0.351468	0.368852	0.352159	0.365207	0.351527	0.367036	0.998718	2203.81	0.0466156	0.352327
0.33809	0.3404	0.360097	0.364019	0.36099	0.358089	0.344797	0.366712	0.3699	1.07735	3140.64	0.0532803	0.354959
0.408777	0.388577	0.382185	0.395425	0.38802	0.393231	0.393773	0.427758	0.384292	0.933294	665.433	0.0517051	0.392204
0.379479	0.363929	0.341396	0.365483	0.346681	0.363952	0.36287	0.349969	0.382798	0.891522	2001.56	0.0656207	0.352838
0.292326	0.339408	0.356707	0.341476	0.350511	0.336793	0.338334	0.35756	0.331469	1.2634	1941.22	1.119	0.342921
0.273762	0.340422	0.316438	0.33571	0.329044	0.334804	0.333568	0.340697	0.329895	1.31762	4404.37	1.21752	0.331857
0.46216	0.46299	0.46281	0.455651	0.469185	0.469753	0.460641	0.471046	0.470623	1.0022	3331.8	0.0106935	0.462705
0.41957	0.426802	0.419974	0.438054	0.419511	0.408594	0.426389	0.411831	0.420928	1.00659	1393.21	0.0160052	0.42117
0.418443	0.431798	0.423636	0.43719	0.411316	0.411603	0.428235	0.410315	0.417711	1.00597	1412.28	0.0155322	0.419892
0.392938	0.414563	0.413495	0.391624	0.38204	0.388706	0.398498	0.387817	0.40238	0.995928	1959.5	0.00617473	0.391965
0.296152	0.306407	0.305359	0.299276	0.291491	0.299623	0.291567	0.279931	0.293728	0.977495	2066.84	0.310269	0.29143
0.329722	0.40424	0.400855	0.40491	0.404751	0.407478	0.406129	0.419696	0.409001	1.36774	3077.07	0.231694	0.402206
0.334645	0.394795	0.406916	0.422993	0.424137	0.420487	0.408873	0.401474	0.413049	1.3606	1777.54	0.228426	0.40629
0.349639	0.379636	0.365109	0.362245	0.35489	0.3594	0.368282	0.351533	0.363433	1.07565	3013.33	0.155753	0.366397
