1=p	2=qi.1	3=qi.2	4=qi.3	5=qi.4	6=qi.5	7=qi.6	8=qi.7	9=qi.8	10=theta	11=c	12=s	13=q
0.00720423	0.00830006	0.00763124	0.00819913	0.00795866	0.00880144	0.00861632	0.00902592	0.00916322	1.11636	12060.8	0.206944	0.00803577
0.00793796	0.00655013	0.00745829	0.00799296	0.00687302	0.00774475	0.00830026	0.00814714	0.00609833	0.977308	5418.36	0.928106	0.00775923
0.00823339	0.00830181	0.00806366	0.00827376	0.00859499	0.00893014	0.00882098	0.0089953	0.00945128	1.00196	6630.76	0.0310851	0.00824936
0.00791081	0.00663582	0.00686857	0.00722047	0.00729147	0.00778141	0.00866456	0.0104489	0.00740637	1.02106	4938.8	0.0188188	0.00807606
0.00791081	0.00663582	0.00686857	0.00722047	0.00729147	0.00778141	0.00866456	0.0104489	0.00740637	1.02106	4938.8	0.0188188	0.00807606
0.00793136	0.00724496	0.00799345	0.0089989	0.00727277	0.00762384	0.00911386	0.00888838	0.00844124	0.98366	6297.88	0.051774	0.00780277
0.00786715	0.00690253	0.00807175	0.00786008	0.00758511	0.0100278	0.00746995	0.00935459	0.0072925	1.01404	2533.65	0.252363	0.00797669
0.00769927	0.00596476	0.00706997	0.00815279	0.00737022	0.0105292	0.0075099	0.00937857	0.00793307	0.938636	2959.41	0.0656484	0.00723023
0.00776638	0.0058511	0.00699144	0.00712456	0.0060951	0.0100836	0.00698081	0.00964111	0.00726616	1.02889	5117.9	0.0323028	0.00798896
0.00778071	0.00569733	0.00712033	0.00743212	0.00662278	0.00925033	0.00679313	0.00987195	0.00732126	0.997557	4783.34	0.0151463	0.00776185
0.00778071	0.00569733	0.00712033	0.00743212	0.00662278	0.00925033	0.00679313	0.00987195	0.00732126	0.997557	4783.34	0.0151463	0.00776185
0.00716382	0.00607887	0.00767585	0.00707971	0.0064086	0.00796691	0.00614342	0.00772473	0.00827301	0.99314	4932.56	0.0439232	0.00711503
0.00710315	0.00752547	0.00685876	0.00765049	0.00977572	0.00903371	0.0108858	0.00984337	0.00667657	1.14501	1588.12	0.286759	0.00812482
0.00685768	0.00572977	0.00827036	0.00797323	0.00749731	0.0103309	0.00550129	0.00926969	0.00415352	1.03902	2838.57	0.28676	0.00712337
0.00790854	0.00725728	0.00640008	0.0064649	0.00521537	0.00610482	0.0104572	0.00652726	0.0105269	0.905158	2839.02	0.136446	0.00716386
0.007691	0.00659834	0.00796026	0.00878753	0.0082997	0.00944769	0.0065689	0.0101317	0.00404562	1.03881	3006.33	0.172344	0.00798707
0.0071919	0.00644113	0.00927177	0.00831249	0.00774179	0.0105655	0.00641959	0.00854987	0.00512806	0.986399	2663.96	0.473282	0.00709478
0.00854737	0.00790328	0.00610235	0.00803911	0.0069751	0.00822458	0.0116027	0.0103337	0.00948172	0.985016	2038.79	0.0192505	0.00842038
0.00826132	0.00611315	0.0111925	0.0103751	0.00810785	0.0102336	0.00788978	0.00951559	0.00606816	1.05762	1118.76	0.601638	0.00873314
0.00766336	0.009318	0.00706756	0.00879302	0.00819329	0.00954903	0.0118117	0.00720643	0.00620292	0.940498	2812.86	0.0387906	0.00721067
0.00737172	0.00918235	0.00727685	0.00873691	0.00779378	0.00971486	0.0108633	0.00782889	0.00631827	1.04211	2122.61	0.0467956	0.00767975
0.0085824	0.00739574	0.00929851	0.00722547	0.00927404	0.0107852	0.00701184	0.0118704	0.00790443	0.977956	4749.59	0.902893	0.0083948
0.00759429	0.0055127	0.00775166	0.0094573	0.00670907	0.0116386	0.0100625	0.00799815	0.00983147	0.9876	1018.6	0.131272	0.00750083
0.0083319	0.0094491	0.00853117	0.00743251	0.00661006	0.00771645	0.00792741	0.011199	0.0063617	1.00831	4685.3	0.325708	0.00840053
0.00797626	0.0052222	0.00405345	0.0092432	0.00751631	0.0100199	0.00969122	0.00763094	0.00808021	0.982249	3076.58	0.0459294	0.00783578
0.00838878	0.00502196	0.00538393	0.00973178	0.007422	0.00933857	0.00731766	0.00802568	0.0084262	0.904877	892.649	0.065387	0.00759688
0.00754824	0.00646708	0.00603527	0.00941392	0.00626992	0.00689221	0.0115616	0.0121967	0.00734993	0.968765	3127.52	0.146918	0.00731419
0.00827034	0.00728681	0.00708427	0.00788514	0.0105779	0.0096938	0.00732453	0.00976784	0.00602249	0.972969	702.611	0.167018	0.00804858
0.00814138	0.00682775	0.00684933	0.00849165	0.00878686	0.0115718	0.00832912	0.00991824	0.00476537	0.890147	1300.25	0.0605086	0.00725351
0.00846657	0.007046	0.00606307	0.00840606	0.00859455	0.0104384	0.00908811	0.0091652	0.00688735	0.972002	3534.1	0.46929	0.00823148
0.00766971	0.00734779	0.00994639	0.00767456	0.00631266	0.0068395	0.00726547	0.00848518	0.00844873	0.942934	3331.69	0.0331733	0.0072352
0.00761927	0.00834892	0.0072105	0.00599534	0.00757311	0.00715699	0.00825343	0.00979177	0.00749046	1.04766	6552.91	0.150825	0.00797947
0.00697868	0.00694535	0.00967988	0.00790569	0.00646702	0.00780365	0.00814168	0.00739328	0.00647317	1.00264	3119.69	0.476785	0.006997
0.0089195	0.00932258	0.00696653	0.00922079	0.00657081	0.00898718	0.00936536	0.00839382	0.00875539	0.921941	2364.07	0.0526153	0.00822898
0.00701874	0.00609765	0.00846944	0.00745203	0.00822424	0.00814099	0.00753016	0.00879741	0.00609758	1.15845	5099	0.149433	0.00812185
0.00722881	0.00901109	0.0072573	0.00989681	0.00701417	0.00666021	0.00780071	0.00776639	0.007183	0.937533	2860.27	0.092552	0.00678031
0.00995787	0.00678008	0.00880201	0.00647483	0.00847879	0.0100667	0.00914801	0.0101465	0.00871524	0.765338	7121.89	0.520304	0.00763899
0.00902947	0.0096073	0.00678926	0.00769067	0.00695474	0.00934066	0.00870921	0.00753577	0.00807459	0.855543	2752.75	0.189966	0.00773519
0.00807031	0.0076936	0.00776414	0.00752976	0.00670859	0.0102322	0.00853041	0.00883404	0.00807123	0.993835	4710.79	0.1886	0.00802095
0.00825551	0.00716971	0.00753648	0.00716298	0.00667013	0.0103441	0.00869189	0.008739	0.00775819	1.01906	5585.86	0.180181	0.00841154
0.00801647	0.00802402	0.00809193	0.00908023	0.00859835	0.0064233	0.00794127	0.00786806	0.00747396	0.92815	7060.79	0.368281	0.00744477
0.00792316	0.00786659	0.0078807	0.00870956	0.010255	0.00541598	0.00744203	0.00760919	0.00713451	0.875684	5024.63	0.383802	0.00694502
0.00786338	0.00743828	0.00674412	0.00854632	0.00746066	0.00729412	0.00710257	0.00781688	0.00644867	1.01419	4155.64	0.744404	0.00797409
0.00800571	0.00708365	0.0086968	0.00666291	0.0067996	0.00893467	0.00933649	0.00942604	0.00718631	1.05343	1905.21	0.0818556	0.00842982
