1=p	2=qi.1	3=qi.2	4=qi.3	5=qi.4	6=qi.5	7=qi.6	8=qi.7	9=qi.8	10=theta	11=c	12=s	13=q
0.000312279	0.000408946	0.000366363	0.000412757	0.000350826	0.00289131	0.000958517	0.00182886	0.000349423	0.94233	898.719	0.0839711	0.000294276
0.000245911	0.000889195	0.000206639	0.000294403	0.00043617	0.00137313	0.00135224	0.000558297	0.000923644	0.924359	627.851	0.0478299	0.000227314
0.000245911	0.000889195	0.000206639	0.000294403	0.00043617	0.00137313	0.00135224	0.000558297	0.000923644	0.924359	627.851	0.0478299	0.000227314
0.000176021	0.000925375	0.000316243	0.000295318	0.000309802	0.00143582	0.00167826	0.000608662	0.00105798	1.05896	649.536	0.0413354	0.000186398
0.000250241	0.00202583	0.000399679	0.0001269	0.000240742	0.00118707	0.00122958	0.000303699	0.00183926	1.07851	1494.99	0.0963668	0.000269882
0.000538413	0.000355452	0.000861474	0.00196726	0.000337883	0.000928822	0.000406284	0.000124476	0.00030493	1.03208	4720.11	0.065203	0.000555676
0.000196389	0.000574317	0.000305937	7.05996e-05	0.000269316	0.000350801	0.00031207	0.000455083	0.000589912	0.764123	4771.03	0.587249	0.000150072
0.000551934	0.000129017	0.000117895	0.000449941	0.000546288	0.000870038	0.00030413	0.000472258	0.000382005	0.56791	5410.71	0.329854	0.000313523
0.000398304	0.000699346	0.000521841	0.000492853	0.000383996	0.000192102	0.000699844	0.000469658	0.000527621	1.40281	5033.15	0.187645	0.000558655
0.000220608	0.000300588	0.000433505	0.000789765	0.000565851	0.000398423	0.00037469	0.00062252	0.000595353	1.23256	5529.26	0.823579	0.0002719
0.000613865	0.00161481	0.00147436	0.000370973	0.000623441	0.000665851	0.00173649	0.000887471	0.00114369	1.01184	4463.23	0.402221	0.000621126
0.000434909	0.000489841	0.000440635	0.00238704	0.00153529	0.00188239	0.000513024	0.000496922	0.000922263	1.18282	3036.5	0.18735	0.000514378
0.000535249	0.000525537	0.000923942	0.000940264	0.00106874	0.00117368	0.000490232	0.00125773	0.000883903	1.29606	2724.9	0.399676	0.000693607
0.000476848	0.000264826	0.000780752	0.00176904	0.00118708	0.000461973	0.000344046	0.00115228	0.00130282	1.21928	2531.76	0.346862	0.000581352
0.000286517	0.000605478	0.00182592	0.00102281	0.000122737	0.00038602	0.00075278	0.00116125	0.000372462	1.30304	1589.15	0.585042	0.00037331
0.000452662	0.00224495	0.000947292	0.0007064	0.000267281	0.000258759	0.00226997	0.000901906	0.000556235	1.37374	3002.26	0.16663	0.000621734
0.000440562	0.00234249	0.000923273	0.00065585	0.000231782	0.000231989	0.00165746	0.000777633	0.000682351	1.16417	2596.32	0.132949	0.000512852
0.000247903	0.000267904	0.000662306	5.25833e-05	0.000373757	0.00108047	0.000475001	0.00106367	0.00102753	1.14365	2212.52	0.57493	0.000283505
0.00080221	0.000262194	0.000648588	0.000532743	0.000648081	0.00168528	0.00434993	0.000898027	0.00170275	1.19945	1912.84	0.7386	0.000962058
0.00012682	0.000186735	0.00121404	0.000274967	0.00143682	0.00101026	0.000404568	0.000435568	0.000672508	0.920905	2176.69	0.0727907	0.000116791
0.000117077	0.000168557	0.00137005	0.000274112	0.00114013	0.00117821	0.000501035	0.000387275	0.00064393	0.961494	2532.58	0.111481	0.000112569
0.0010682	0.000553834	0.000671437	0.00134033	0.000496379	0.000447042	0.002489	0.00245174	0.000216411	0.917465	1564.03	0.0918422	0.000980123
3.11946e-05	0.000340546	0.000341066	0.000245315	0.000243655	0.000772945	0.00011509	5.5949e-05	0.00035664	0.826283	3040.28	0.37499	2.57757e-05
0.000446858	0.00175749	0.000721882	0.000352372	0.00138829	0.000155765	0.000649912	0.00270865	0.00165231	1.18546	1449.56	0.131523	0.000529689
0.000665746	0.000679477	0.00105996	0.000233318	0.000920552	6.47513e-05	0.00150839	0.00116525	0.000592043	0.967684	1753.87	0.518762	0.000644245
0.00022684	0.00073394	0.000683026	0.000628914	0.000287082	0.000293941	0.000402756	0.000159322	0.00100304	0.613626	2192.22	0.405927	0.000139207
0.000374538	0.000496278	0.000744187	0.000315657	0.000609463	0.00101584	0.000851828	4.14022e-05	0.000308567	1.29849	6466.84	0.261602	0.00048628
0.000136268	0.00011749	9.27897e-05	0.000326384	0.000188433	5.27571e-05	9.38228e-05	0.000947275	0.000432221	0.78613	3672.34	0.21983	0.000107128
0.000628567	0.00123392	0.000341164	0.000604167	0.00102633	0.000654008	0.00209262	0.000144969	0.000510476	0.779336	1579.8	0.210576	0.000489933
0.000228489	0.00174926	0.000509186	0.000387769	0.00101024	0.000241576	0.00043289	0.000449812	0.000535332	0.766623	2866.03	0.391238	0.000175174
