1=p	2=qi.1	3=qi.2	4=qi.3	5=qi.4	6=qi.5	7=qi.6	8=qi.7	9=qi.8	10=theta	11=c	12=s	13=q
0.0525653	0.0452092	0.0452454	0.0516901	0.0452285	0.0445555	0.0495869	0.0418124	0.0401708	0.862233	1576.41	0.0868169	0.0456541
0.0455613	0.0448517	0.0418962	0.0558616	0.0379554	0.0441695	0.0431727	0.0454511	0.0501129	0.957163	1541.74	0.0603574	0.0436949
0.0519955	0.048642	0.0462267	0.0405241	0.0407237	0.0484744	0.0443134	0.0538684	0.0391631	0.855347	2042.14	0.50846	0.0448112
0.0518307	0.0488284	0.0460771	0.0447598	0.0411613	0.0496887	0.046985	0.0519203	0.0398847	0.878668	2235	0.27537	0.0458303
0.0471525	0.0425179	0.041655	0.0458758	0.0434003	0.0373785	0.0444658	0.0400927	0.0424872	0.88862	4916.47	0.282365	0.0421219
0.0474256	0.0429614	0.0364096	0.0408466	0.042771	0.0459681	0.0405929	0.0387946	0.0433521	0.860109	3419.89	0.168999	0.0410636
0.047158	0.0466356	0.0355879	0.0441612	0.0422686	0.0451232	0.0420026	0.0396274	0.0408252	0.894063	4072.05	0.240807	0.0423739
0.0585102	0.0420631	0.0489299	0.0442364	0.0438795	0.0437842	0.0454418	0.0450473	0.0419563	0.739849	3201.13	0.485241	0.0439578
0.0586792	0.0450157	0.0404702	0.0444634	0.0449726	0.0419987	0.0461857	0.0430087	0.0428081	0.725222	6982.81	0.36358	0.0432528
0.0493897	0.041832	0.0432576	0.0438226	0.0384452	0.0420443	0.0406959	0.0417169	0.0412249	0.838029	6327.17	0.454108	0.0417238
0.0555237	0.0425862	0.0410636	0.0432488	0.0437109	0.0407257	0.0451493	0.0441923	0.0424729	0.761721	8877.2	0.17773	0.0428606
0.0513668	0.0398299	0.0391783	0.0388891	0.036293	0.0417769	0.0377462	0.0377249	0.0390018	0.74411	6112.1	0.564713	0.0387317
0.0500649	0.0423625	0.0447826	0.0444678	0.0410075	0.0391863	0.0437118	0.0432998	0.0416406	0.849653	3379.6	0.160696	0.0428605
0.0508131	0.0475943	0.0398628	0.0493166	0.0437111	0.0479888	0.0471112	0.0448805	0.0445815	0.86212	3026.35	0.259758	0.0441161
0.0559359	0.0492852	0.046166	0.0514488	0.0485339	0.0458435	0.0447683	0.0484509	0.0472368	0.829862	3514.35	0.365777	0.0468651
0.0586146	0.0497685	0.0458369	0.0471303	0.0410289	0.0474248	0.0495628	0.0473955	0.0485153	0.780874	7540.67	0.228001	0.0463661
0.0466383	0.0454573	0.0499671	0.0481044	0.0486519	0.0427921	0.0466953	0.0472034	0.0435505	1.00309	1936.41	0.155916	0.0467755
0.0492176	0.0465745	0.0424388	0.0472677	0.0444185	0.0485663	0.0469017	0.0488995	0.0447429	0.962984	5800.56	0.42195	0.0474822
0.0554927	0.0518305	0.0453773	0.0523837	0.0450984	0.0426462	0.0501975	0.0446126	0.0483854	0.843879	1958.33	0.129451	0.0472384
0.0486783	0.0455553	0.0407273	0.0496219	0.0401823	0.0441662	0.0432139	0.0418246	0.0443388	0.904086	3572.25	0.308501	0.0442158
0.0547194	0.0452752	0.0409901	0.0454307	0.0417403	0.0412588	0.0473014	0.045228	0.0414645	0.784378	5239.32	0.201976	0.0434332
0.0479352	0.038926	0.0419718	0.0414217	0.040331	0.0414716	0.039044	0.0401123	0.0419631	0.854472	3123.94	0.671198	0.041247
0.0532317	0.045255	0.0392094	0.04519	0.0413994	0.0423449	0.0453439	0.0428977	0.0424187	0.837863	6023.09	0.243147	0.0449892
0.0515649	0.0459033	0.0461795	0.0519429	0.0450026	0.0445007	0.0458754	0.0453375	0.045731	0.903484	6737.01	0.255377	0.0468211
0.0525997	0.0469322	0.0449536	0.043999	0.0454196	0.0465348	0.0479557	0.0470154	0.0453589	0.871042	5183.35	0.300674	0.0461295
0.0520087	0.0454154	0.0443728	0.0521537	0.0456797	0.0464439	0.0501459	0.0443242	0.0470686	0.887388	5981.65	0.223121	0.0464238
0.0540952	0.0437009	0.0435153	0.0483849	0.050541	0.0450318	0.0475511	0.0449273	0.0470777	0.863642	9937.85	0.157195	0.0470661
0.0515214	0.0504292	0.0468153	0.0476117	0.0379078	0.0464518	0.0452598	0.0469705	0.0430647	0.866538	2041.59	0.715189	0.0449544
0.0531018	0.0450157	0.0405679	0.0499508	0.0455928	0.0433449	0.052477	0.0427668	0.0444553	0.848315	3972.36	0.120684	0.0454129
0.0467131	0.0480618	0.0472326	0.046406	0.0485928	0.0486416	0.0439963	0.0453886	0.0422425	0.99578	2561.85	0.187355	0.0465252
0.0498003	0.0485296	0.0423404	0.0518136	0.0466382	0.0430608	0.0384596	0.0454436	0.048905	0.897993	2165.54	0.149092	0.0449486
0.0501991	0.0498168	0.0422014	0.050076	0.0437333	0.0416216	0.0382846	0.0438824	0.0494798	0.864197	1672.02	0.0858719	0.0436797
0.0530784	0.0439125	0.0471713	0.0473579	0.0510489	0.0499478	0.0525693	0.0473508	0.0487802	0.883036	4976.84	0.291121	0.047163
0.0506087	0.0517975	0.0467876	0.0559415	0.0468216	0.0476144	0.0508186	0.0508011	0.0477689	0.967359	5032.81	0.130448	0.0490378
0.0477795	0.0450901	0.0433133	0.0418614	0.0446515	0.0431763	0.0423224	0.0428898	0.0437631	0.973101	2430.72	0.0611478	0.0465541
0.0507391	0.0473344	0.0459845	0.0551558	0.0443475	0.0472737	0.0525051	0.0496373	0.0448172	0.904135	2696.14	0.422723	0.0460992
0.0505667	0.0463354	0.0465989	0.0446732	0.048842	0.0480226	0.0446805	0.0449167	0.0495291	0.95008	6070.95	0.505104	0.048164
0.0523262	0.0502756	0.0454961	0.0530109	0.0487129	0.0458074	0.0492061	0.0498571	0.0477561	0.951142	3378.36	0.350072	0.0498972
0.049077	0.0456495	0.045046	0.046315	0.0497644	0.0447268	0.048691	0.0442191	0.0418649	0.945869	6834.7	0.104865	0.046544
0.0483633	0.0465816	0.0471449	0.0454633	0.0505692	0.0439346	0.0463524	0.0437695	0.0445791	0.932724	6422.14	0.172247	0.0452569
0.0508285	0.0461607	0.0446147	0.0489419	0.042048	0.0483122	0.0472022	0.0487504	0.0476447	0.924811	10176.7	0.615605	0.0471871
0.0515547	0.0453764	0.0436013	0.0505091	0.0436921	0.0489535	0.0492319	0.049087	0.042376	0.885197	5435.35	0.599362	0.0459078
0.0504664	0.0462927	0.0437481	0.0516025	0.0423441	0.0473772	0.0483164	0.0500362	0.0456767	0.946477	4451.82	0.345507	0.0478946
0.0496954	0.0429045	0.0463157	0.0502075	0.0436479	0.0494687	0.0494994	0.0473571	0.0467747	0.892975	2550.34	0.317937	0.044614
0.0497295	0.0422987	0.0427497	0.052791	0.0424683	0.0397511	0.0506931	0.0446983	0.0470182	0.90112	1686.24	0.0649822	0.0450337
0.0526574	0.0461493	0.0416682	0.0415818	0.0419261	0.0460172	0.0407829	0.0431177	0.0398802	0.818982	6142.75	0.877081	0.0435405
0.0522579	0.0461703	0.0410745	0.0480563	0.0440604	0.0431081	0.0439584	0.0412008	0.0398544	0.801943	3382.13	0.716014	0.0423461
0.054068	0.0424862	0.0426314	0.0459689	0.0395738	0.044228	0.0450631	0.039993	0.0443441	0.788512	5246.9	0.306275	0.0431264
0.0529749	0.0431076	0.0415919	0.0458961	0.0387599	0.0413421	0.0424097	0.0427475	0.0418682	0.795366	4588.44	0.363152	0.0425962
0.0527385	0.0455019	0.0394851	0.0445059	0.0452889	0.042123	0.0458471	0.0421885	0.0372972	0.820993	3536.69	0.154839	0.0437106
0.0514105	0.0431426	0.0427938	0.0477493	0.042556	0.0475034	0.0428032	0.0453063	0.0417313	0.854325	2481.02	0.226232	0.0442527
0.0509284	0.0420124	0.0408454	0.0482376	0.0414822	0.0480677	0.0454144	0.0451933	0.0403543	0.799723	1302.3	0.1312	0.0411484
0.0489292	0.047138	0.0424757	0.0450376	0.0419711	0.0385854	0.0446758	0.042779	0.0448592	0.854245	1189.41	0.411925	0.0420978
0.0506043	0.0439726	0.0403613	0.0482272	0.0476974	0.0414355	0.045992	0.0466137	0.0433286	0.81156	4503.07	0.216293	0.0414638
0.054019	0.0467144	0.0481867	0.0462284	0.0402732	0.0462214	0.0427589	0.0418645	0.0477832	0.76616	2412.2	0.258806	0.0419167
0.052017	0.0439996	0.0438643	0.0431646	0.0417725	0.0390107	0.0431145	0.0453861	0.0408566	0.743317	3118.71	0.309631	0.0391883
0.0470714	0.0470707	0.0426753	0.0488143	0.0407422	0.0440325	0.0498847	0.0481944	0.0441506	0.877653	1696.47	0.114175	0.0415516
0.0543594	0.0467542	0.0382874	0.0542777	0.0413535	0.0475651	0.0451923	0.0416531	0.0467315	0.828129	1761.87	0.473453	0.0454412
0.0557207	0.0506739	0.0500058	0.0485004	0.0507405	0.0479371	0.0494081	0.0501983	0.0473286	0.895223	6561.56	0.15854	0.0501754
0.0473622	0.0454986	0.0447513	0.0509112	0.0452893	0.0501814	0.0457275	0.0469465	0.0490158	0.976348	3492.52	0.196389	0.0462939
0.0479058	0.04516	0.0477595	0.0472408	0.0442788	0.0510063	0.0464163	0.0488556	0.0484414	0.997483	5337.15	0.146064	0.047791
0.048886	0.0465346	0.0450051	0.0521892	0.0500337	0.0452922	0.049476	0.0476532	0.0471953	1.00323	5685.92	0.0528081	0.0490364
0.0474192	0.0474529	0.0466003	0.0420854	0.0457315	0.0473566	0.0450494	0.045802	0.0458634	1.00049	8357.88	0.018137	0.0474415
0.0468948	0.0481488	0.0469091	0.0445852	0.0438423	0.0475848	0.046516	0.0487684	0.0454899	0.984117	10118.3	0.0314215	0.0461843
0.0468502	0.0473878	0.0418483	0.0453698	0.0464594	0.0449865	0.0471786	0.0436489	0.045363	0.961754	14107.9	0.0172122	0.0451393
0.0458296	0.0431047	0.0473777	0.0511102	0.0489143	0.0500656	0.0493118	0.0478174	0.0457442	1.01239	4135.84	0.0320754	0.0463712
0.0489498	0.0502807	0.0422363	0.0449109	0.0421197	0.0408226	0.0426014	0.0451435	0.0427739	0.920778	5819.81	0.053904	0.0452473
0.0488934	0.0376113	0.0430363	0.0479357	0.0444535	0.0480711	0.0480837	0.0426329	0.0450081	0.884581	1902.84	0.916819	0.0434956
0.0535437	0.0473466	0.0456089	0.0490553	0.0511968	0.0430857	0.0463784	0.0431985	0.0444893	0.852026	3869.74	0.0777	0.045985
0.0542512	0.0438138	0.0408812	0.0446105	0.0399462	0.0412942	0.0414193	0.0455572	0.0443106	0.763271	6787.83	0.471135	0.0419471
0.049001	0.0459604	0.043253	0.0460241	0.0465739	0.0443084	0.0475727	0.0431952	0.0432211	0.900122	7191.88	0.104677	0.0443238
0.0492232	0.0497486	0.0508213	0.0439793	0.0468944	0.0431759	0.050468	0.0422194	0.0402061	0.954291	4762.83	0.102755	0.0470792
0.049577	0.0479408	0.0400162	0.0450961	0.0432105	0.0460702	0.0455821	0.043013	0.0434391	0.90265	4475.19	0.0678375	0.0449677
0.0486703	0.0438404	0.0476791	0.0491644	0.0446434	0.0445738	0.050621	0.045395	0.0429336	0.924424	4794.76	0.204911	0.0451581
0.0541905	0.0486429	0.0422905	0.0447892	0.0438221	0.0469836	0.0410047	0.0455525	0.0483689	0.804406	4430.37	0.167584	0.0440582
0.0478311	0.0444344	0.0481811	0.0505882	0.0417462	0.0415209	0.053798	0.0462881	0.042918	0.989924	1660.3	0.479725	0.047372
0.0500235	0.0468364	0.0436956	0.0538959	0.043753	0.0385744	0.0474992	0.0415399	0.0357425	0.84329	1221.44	0.233784	0.0425176
0.0514104	0.0482516	0.0412235	0.0650395	0.0464667	0.0404182	0.0436135	0.0405749	0.0435581	0.899844	985.76	0.128795	0.0465007
0.0536841	0.0454455	0.0453582	0.0671494	0.0454955	0.0423023	0.0410132	0.0428484	0.0399827	0.898932	778.57	0.109263	0.0485216
0.0527745	0.0501229	0.0398252	0.0706801	0.0469429	0.0395902	0.042185	0.0425539	0.0449547	0.821087	546.687	0.298417	0.0437455
0.0516573	0.0463304	0.0390175	0.0653682	0.0362705	0.0385432	0.0538831	0.041197	0.0509097	0.819917	330.124	0.190091	0.0427524
0.0548849	0.0534387	0.0412029	0.0463296	0.0444394	0.0481945	0.0395484	0.0495943	0.0534334	0.926699	1531.73	0.385068	0.0510673
0.0495254	0.040886	0.0497223	0.0547616	0.0500197	0.0454817	0.0484815	0.0492737	0.0404459	0.929005	1867.96	0.388496	0.0461716
0.0572248	0.0574666	0.0405073	0.0478489	0.0405803	0.0461946	0.0492391	0.0451762	0.0518318	0.823862	2549.91	0.246538	0.0476254
0.0533449	0.0526053	0.0438578	0.0499143	0.0420741	0.0468992	0.0490061	0.0481797	0.0470255	0.853559	2100.53	0.38112	0.0458916
