1=p	2=qi.1	3=qi.2	4=qi.3	5=qi.4	6=qi.5	7=qi.6	8=qi.7	9=qi.8	10=theta	11=c	12=s	13=q
0.0135435	0.0119618	0.0121029	0.0128282	0.0117196	0.00908899	0.0120372	0.0133944	0.0106656	0.829623	3655.49	0.441946	0.011262
0.00861556	0.00966519	0.00773732	0.0106497	0.00941736	0.00745189	0.00982455	0.0119367	0.0110211	1.11372	2261.96	0.0877658	0.00958592
0.0141606	0.0125601	0.0125577	0.0227691	0.00859987	0.00738905	0.0114873	0.0117762	0.00403159	0.864881	365.369	0.181026	0.0122707
0.00908389	0.006706	0.00907755	0.0221103	0.0103677	0.0275052	0.0112667	0.00942269	0.0154345	1.01536	269.465	0.244662	0.00922213
0.0106208	0.00464209	0.00678936	0.0379908	0.028213	0.0202994	0.0118497	0.0166575	0.00456736	1.07664	279.839	0.247895	0.0114255
0.0114933	0.0283638	0.0155924	0.0284118	0.00647099	0.0188406	0.00418478	0.00685039	0.0102093	1.00734	309.539	0.314742	0.0115767
0.0118391	0.0225164	0.00710413	0.0358826	0.0140104	0.015732	0.00362958	0.025405	0.00616009	0.815263	120.968	0.191184	0.00967317
0.00693586	0.0153038	0.0217097	0.059643	0.0268246	0.0207288	0.0168156	0.00551816	0.0207285	1.28193	93.3556	0.203451	0.0088739
0.00981738	0.00424491	0.00615006	0.0247079	0.00948808	0.0223552	0.00732084	0.00290745	0.00231596	0.745904	265.697	0.441752	0.00734113
0.018591	0.011387	0.0104617	0.0178217	0.0165037	0.0113172	0.0112338	0.0205394	0.00194518	0.327063	249.794	0.732646	0.00615748
0.00692194	0.00234391	0.00263905	0.0533453	0.00676602	0.0259012	0.00827625	0.00241223	0.000972936	0.669486	86.1149	0.300691	0.00464476
0.00481637	0.00660715	0.00505642	0.0156496	0.00293189	0.0196301	0.00458789	0.00264409	0.00198521	1.07237	330.492	0.39435	0.00516314
