1=p	2=qi.1	3=qi.2	4=qi.3	5=qi.4	6=qi.5	7=qi.6	8=qi.7	9=qi.8	10=theta	11=c	12=s	13=q
0.008173	0.0134957	0.00613855	0.0104706	0.00690576	0.0106598	0.0146117	0.0086103	0.0085095	1.0327	2976.31	0.0447158	0.00843799
0.0101901	0.0104911	0.00831178	0.0114519	0.00864163	0.0094066	0.0171164	0.0112884	0.0103537	1.07535	714.136	0.129897	0.0109495
0.00892393	0.0169915	0.00795234	0.0145071	0.00878443	0.00913972	0.0122374	0.0104738	0.0113399	1.11514	705.987	0.38251	0.00994123
0.00919284	0.00870253	0.00948112	0.0117217	0.00764556	0.00933506	0.0137649	0.0103752	0.00987747	1.04831	710.242	0.0662601	0.00963271
0.00936513	0.0152685	0.0083902	0.011272	0.00966486	0.0103677	0.00913505	0.00938884	0.00985458	1.06767	2077.62	0.0698478	0.00999253
0.00879821	0.0163627	0.00967288	0.0102126	0.00871088	0.00893712	0.00898531	0.00863417	0.00901403	1.06774	2592.35	0.0727033	0.00938864
0.00975868	0.0118293	0.00754714	0.0150319	0.00670874	0.0102351	0.0180873	0.0101866	0.00888343	1.00629	736.062	0.041406	0.00981949
0.010011	0.0159467	0.00671333	0.0120892	0.0124828	0.014647	0.0130038	0.00852771	0.00826377	0.996432	1666.47	0.0243614	0.00997564
0.00948214	0.0153562	0.00596639	0.0131662	0.00901893	0.0115394	0.018131	0.0097869	0.00795206	1.01324	1181.22	0.0368554	0.00960648
0.0074493	0.0116723	0.00575042	0.0144844	0.0090105	0.00646991	0.0136157	0.00945197	0.0114985	1.1542	794.747	0.130656	0.00858809
0.00876701	0.0113352	0.00606131	0.0132265	0.00551508	0.00702052	0.0233317	0.00754193	0.0101054	1.06843	702.938	0.164221	0.00936129
0.00845851	0.0207324	0.00696953	0.0219932	0.00468888	0.00901304	0.0158212	0.00757206	0.0115833	0.924843	281.859	0.73787	0.00782777
0.00791889	0.0100679	0.0044258	0.00943556	0.0108703	0.00643796	0.0206186	0.0106882	0.0101045	0.873948	597.291	0.329362	0.00692761
0.00890533	0.0189292	0.00639968	0.0234299	0.00472012	0.00957217	0.0144472	0.00850506	0.0109508	0.99251	473.621	0.344733	0.00883922
0.00976473	0.0139243	0.0116598	0.0138413	0.0112702	0.00948679	0.018656	0.0128324	0.0114044	0.966127	904.658	0.0349581	0.00943709
0.0074598	0.0099849	0.00998612	0.0104036	0.00726048	0.010393	0.011699	0.00700938	0.00657237	1.31299	2504.73	0.307005	0.00977185
