1=p	2=qi.1	3=qi.2	4=qi.3	5=qi.4	6=qi.5	7=qi.6	8=qi.7	9=qi.8	10=theta	11=c	12=s	13=q
0.00749936	0.00152087	0.0030583	0.00178267	0.00226132	0.00214202	0.00181925	0.00307773	0.00129721	0.229869	1088.33	0.809924	0.00173388
0.00853219	0.00233408	0.00194504	0.000651627	0.00129152	0.00214369	0.00261395	0.00266466	0.00277082	0.238056	4827.4	1.5342	0.00204443
0.00903011	0.0029357	0.00381651	0.00304662	0.00177511	0.00128861	0.00170245	0.00277656	0.00376743	0.298609	2073.74	1.51848	0.00271366
0.00633154	0.00203306	0.0018933	0.00226284	0.00356243	0.00259952	0.00242392	0.00255457	0.00207119	0.346151	6070.07	0.369465	0.00220078
0.00971154	0.00166237	0.00263642	0.00138582	0.00271563	0.00166117	0.00351337	0.0025171	0.00281443	0.197766	2642.93	2.11889	0.0019357
0.00950926	0.0026873	0.00377321	0.00182003	0.00373175	0.00172491	0.00141011	0.00346944	0.00243328	0.26303	2687.73	2.04084	0.00251888
0.006534	0.00149605	0.00185286	0.00235187	0.00239552	0.0019259	0.00385511	0.00215556	0.00376343	0.398389	2981.16	0.345293	0.00261335
0.00903721	0.000956857	0.00320298	0.00254321	0.00161278	0.00136415	0.0026496	0.00250785	0.00246935	0.197493	2987.25	1.9671	0.00179782
0.00932046	0.000955556	0.00277312	0.0027507	0.00177051	0.00120877	0.00262632	0.00249635	0.00238183	0.176125	3438.26	2.01186	0.00165427
0.00763577	0.00410254	0.0020138	0.000796448	0.00533105	0.00150235	0.00172346	0.00258397	0.00260632	0.230444	1660.33	0.72159	0.00177001
0.00802278	0.00151887	0.00281117	0.0040859	0.00210579	0.00245545	0.00114381	0.00170543	0.00515658	0.330784	1454.89	0.749916	0.00266813
0.00780221	0.0023467	0.00286231	0.00171376	0.00213529	0.00265447	0.00274608	0.00239744	0.00593802	0.264417	1508.2	0.99846	0.00207494
0.00774659	0.00280465	0.0021989	0.00269328	0.00296424	0.00134268	0.00146079	0.00268749	0.00253472	0.345269	1196.73	1.39529	0.00268829
0.00791202	0.000960068	0.00053451	0.000654871	0.00131633	0.000740033	0.00104376	0.00168766	0.00153614	0.077692	3790.22	0.902758	0.000619219
0.00782075	0.00162566	0.00062765	0.0016041	0.00224634	0.000726815	0.000885843	0.00129752	0.000786513	0.101077	2105.31	1.17874	0.000796099
0.00964222	0.00160248	0.00041628	0.000222653	0.00170622	0.000470175	0.00223874	0.0017316	0.0017548	0.0735579	2150.17	1.71317	0.000715654
0.00751074	0.00169379	0.00225369	0.00208194	0.00477176	0.000260553	0.00081883	0.000635217	0.00248596	0.0630679	725.282	1.13329	0.000477044
0.00736145	0.00116817	0.00219569	0.000733794	0.00170053	0.000737038	0.00326112	0.00258293	0.0019779	0.185887	1752.13	1.58774	0.00137665
0.00839198	0.00171934	0.00197022	0.00281865	0.00237329	0.00122158	0.00204608	0.00360817	0.00244009	0.19671	2373.99	0.883552	0.00166199
0.00789027	0.00176857	0.00244901	0.00165773	0.00228534	0.00107333	0.00103191	0.00344077	0.00217814	0.226429	2212.61	0.875487	0.00179756
